onset	duration	Subj	Sess	Run	Trial	ImgName	ImgType	StimOn(s)	StimOff(s)	Response	RT
6.0316	0.9674	3	12	4	1	fireplace4.jpg	scenes	6.0316	6.9990	1	1.7335
16.0068	1.0009	3	12	4	2	COCO_train2014_000000061918.jpg	coco	16.0068	17.0077	2	1.9511
25.9985	1.0008	3	12	4	3	n02396427_12265.JPEG	imagenet	25.9985	26.9993	2	2.4252
36.0074	1.0003	3	12	4	4	COCO_train2014_000000017967.jpg	coco	36.0074	37.0077	2	3.4973
45.9986	1.0008	3	12	4	5	COCO_train2014_000000364806.jpg	coco	45.9986	46.9994	1	2.2975
56.0071	1.0007	3	12	4	6	COCO_train2014_000000103366.jpg	coco	56.0071	57.0078	1	1.8094
65.9987	1.0008	3	12	4	7	rooftop4.jpg	scenes	65.9987	66.9995	2	7.7852
76.0071	1.0008	3	12	4	8	n02825657_15789.JPEG	imagenet	76.0071	77.0079	1	4.8491
85.9988	1.0008	3	12	4	9	COCO_train2014_000000355622.jpg	coco	85.9988	86.9996	2	2.8249
96.0073	1.0007	3	12	4	10	n02099601_8268.JPEG	imagenet	96.0073	97.0080	1	1.7609
105.9990	1.0008	3	12	4	11	COCO_train2014_000000231851.jpg	coco	105.9990	106.9998	1	8.1846
116.0074	1.0008	3	12	4	12	COCO_train2014_000000088449.jpg	rep_coco	116.0074	117.0081	1	2.7606
125.9990	1.0008	3	12	4	13	n02817516_52384.JPEG	imagenet	125.9990	126.9998	1	2.6484
136.0074	1.0008	3	12	4	14	n03026506_10.JPEG	imagenet	136.0074	137.0082	2	2.6883
145.9991	1.0008	3	12	4	15	COCO_train2014_000000135316.jpg	coco	145.9991	146.9999	2	2.0081
156.0081	1.0003	3	12	4	16	n01798484_1157.JPEG	rep_imagenet	156.0081	157.0084	1	1.8242
165.9993	1.0008	3	12	4	17	hotellobby2.jpg	scenes	165.9993	167.0001	1	1.5920
176.0077	1.0008	3	12	4	18	n03483316_25519.JPEG	imagenet	176.0077	177.0084	3	2.5838
185.9994	1.0008	3	12	4	19	n03425413_5362.JPEG	imagenet	185.9994	187.0002	2	2.2393
196.0078	1.0008	3	12	4	20	library_aisle10.jpg	scenes	196.0078	197.0086	2	2.8716
205.9994	1.0008	3	12	4	21	COCO_train2014_000000065400.jpg	coco	205.9994	207.0003	1	1.8075
216.0079	1.0008	3	12	4	22	n12998815_10332.JPEG	imagenet	216.0079	217.0087	1	2.5593
225.9996	1.0008	3	12	4	23	library_aisle10.jpg	rep_scenes	225.9996	227.0004	2	2.3192
236.0080	1.0008	3	12	4	24	COCO_train2014_000000088449.jpg	coco	236.0080	237.0088	1	2.1190
245.9997	1.0008	3	12	4	25	n07716358_26835.JPEG	imagenet	245.9997	247.0005	1	3.3669
256.0081	1.0008	3	12	4	26	n02454379_6321.JPEG	imagenet	256.0081	257.0089	3	3.0309
265.9998	1.0008	3	12	4	27	windmill2.jpg	scenes	265.9998	267.0006	1	2.2307
276.0082	1.0008	3	12	4	28	COCO_train2014_000000539967.jpg	coco	276.0082	277.0090	2	1.8547
285.9999	1.0008	3	12	4	29	n01608432_13826.JPEG	imagenet	285.9999	287.0007	1	3.6545
296.0083	1.0008	3	12	4	30	COCO_train2014_000000026029.jpg	coco	296.0083	297.0091	1	2.0543
306.0000	1.0008	3	12	4	31	COCO_train2014_000000494552.jpg	coco	306.0000	307.0008	2	2.3582
316.0084	1.0008	3	12	4	32	pond2.jpg	scenes	316.0084	317.0092	1	2.4141
326.0001	1.0008	3	12	4	33	COCO_train2014_000000150939.jpg	coco	326.0001	327.0009	1	1.8460
336.0085	1.0008	3	12	4	34	COCO_train2014_000000139754.jpg	coco	336.0085	337.0093	1	1.7339
346.0002	1.0008	3	12	4	35	restaurant11.jpg	scenes	346.0002	347.0010	2	3.0297
356.0086	1.0008	3	12	4	36	n09468604_78803.JPEG	imagenet	356.0086	357.0094	1	1.8297
366.0003	1.0008	3	12	4	37	n02094258_4955.JPEG	imagenet	366.0003	367.0011	1	1.8056
