onset	duration	Subj	Sess	Run	Trial	ImgName	ImgType	StimOn(s)	StimOff(s)	Response	RT	stim_file
6.0244	0.9844	2	14	7	1	COCO_train2014_000000243000.jpg	coco	6.0244	7.0089	2	1.8863	COCO_train2014_000000243000.jpg
15.9997	1.0008	2	14	7	2	COCO_train2014_000000342742.jpg	coco	15.9997	17.0006	2	1.7205	COCO_train2014_000000342742.jpg
26.0081	1.0008	2	14	7	3	COCO_train2014_000000142418.jpg	coco	26.0081	27.0089	2	1.4986	COCO_train2014_000000142418.jpg
35.9999	1.0008	2	14	7	4	n02992211_3819.JPEG	imagenet	35.9999	37.0006	2	1.8824	n02992211_3819.JPEG
46.0082	1.0008	2	14	7	5	icecream3.jpg	scenes	46.0082	47.0090	1	1.6425	icecream3.jpg
56.0000	1.0008	2	14	7	6	n03777754_77.JPEG	imagenet	56.0000	57.0008	3	1.7140	n03777754_77.JPEG
66.0084	1.0008	2	14	7	7	bathroomSink3.jpg	scenes	66.0084	67.0092	1	1.6179	bathroomSink3.jpg
76.0001	1.0008	2	14	7	8	tvstudio4.jpg	scenes	76.0001	77.0009	1	1.4901	tvstudio4.jpg
86.0085	1.0008	2	14	7	9	n03598930_5224.JPEG	imagenet	86.0085	87.0093	2	1.9300	n03598930_5224.JPEG
96.0002	1.0008	2	14	7	10	playground10.jpg	rep_scenes	96.0002	97.0010	1	1.6181	playground10.jpg
106.0086	1.0008	2	14	7	11	n03141823_841.JPEG	imagenet	106.0086	107.0094	2	1.6497	n03141823_841.JPEG
116.0003	1.0008	2	14	7	12	n01819313_5809.JPEG	imagenet	116.0003	117.0012	1	1.4977	n01819313_5809.JPEG
126.0087	1.0008	2	14	7	13	n01797886_26429.JPEG	imagenet	126.0087	127.0095	2	1.5695	n01797886_26429.JPEG
136.0004	1.0008	2	14	7	14	COCO_train2014_000000556748.jpg	coco	136.0004	137.0013	1	1.8094	COCO_train2014_000000556748.jpg
146.0088	1.0008	2	14	7	15	cafeteria5.jpg	scenes	146.0088	147.0097	1	1.5054	cafeteria5.jpg
156.0006	1.0008	2	14	7	16	n03179701_40133.JPEG	imagenet	156.0006	157.0014	3	1.6812	n03179701_40133.JPEG
166.0090	1.0008	2	14	7	17	n04252077_15114.JPEG	imagenet	166.0090	167.0098	2	1.7371	n04252077_15114.JPEG
176.0007	1.0008	2	14	7	18	COCO_train2014_000000286690.jpg	coco	176.0007	177.0015	3	1.5529	COCO_train2014_000000286690.jpg
186.0091	1.0008	2	14	7	19	COCO_train2014_000000364368.jpg	coco	186.0091	187.0099	2	1.7529	COCO_train2014_000000364368.jpg
196.0008	1.0008	2	14	7	20	COCO_train2014_000000428605.jpg	coco	196.0008	197.0016	2	2.0486	COCO_train2014_000000428605.jpg
206.0093	1.0008	2	14	7	21	skatepark5.jpg	scenes	206.0093	207.0100	2	1.5846	skatepark5.jpg
216.0010	1.0008	2	14	7	22	COCO_train2014_000000131524.jpg	coco	216.0010	217.0018	2	1.9125	COCO_train2014_000000131524.jpg
226.0094	1.0008	2	14	7	23	COCO_train2014_000000474964.jpg	coco	226.0094	227.0102	1	2.1202	COCO_train2014_000000474964.jpg
236.0010	1.0008	2	14	7	24	n12768682_25967.JPEG	imagenet	236.0010	237.0019	1	2.0001	n12768682_25967.JPEG
246.0095	1.0008	2	14	7	25	elevatorOutside2.jpg	scenes	246.0095	247.0103	2	2.0880	elevatorOutside2.jpg
256.0012	1.0008	2	14	7	26	COCO_train2014_000000092288.jpg	coco	256.0012	257.0020	1	2.0158	COCO_train2014_000000092288.jpg
266.0096	1.0008	2	14	7	27	n02276258_392.JPEG	imagenet	266.0096	267.0104	3	1.8239	n02276258_392.JPEG
276.0013	1.0008	2	14	7	28	bowlingalley2.jpg	scenes	276.0013	277.0021	2	1.8237	bowlingalley2.jpg
286.0098	1.0008	2	14	7	29	COCO_train2014_000000174303.jpg	coco	286.0098	287.0105	1	1.5436	COCO_train2014_000000174303.jpg
296.0015	1.0007	2	14	7	30	n11879895_2208.JPEG	rep_imagenet	296.0015	297.0022	1	1.6155	n11879895_2208.JPEG
306.0098	1.0008	2	14	7	31	COCO_train2014_000000179159.jpg	coco	306.0098	307.0106	1	1.7594	COCO_train2014_000000179159.jpg
316.0015	1.0008	2	14	7	32	n04606251_2209.JPEG	imagenet	316.0015	317.0024	3	2.0072	n04606251_2209.JPEG
326.0100	1.0008	2	14	7	33	n04141327_8356.JPEG	imagenet	326.0100	327.0108	2	1.5351	n04141327_8356.JPEG
336.0017	1.0008	2	14	7	34	n04259630_10969.JPEG	imagenet	336.0017	337.0025	2	1.9031	n04259630_10969.JPEG
346.0101	1.0008	2	14	7	35	n02165456_1732.JPEG	imagenet	346.0101	347.0109	2	2.2069	n02165456_1732.JPEG
356.0018	1.0008	2	14	7	36	COCO_train2014_000000262414.jpg	coco	356.0018	357.0026	1	1.4708	COCO_train2014_000000262414.jpg
366.0102	0.9844	2	14	7	37	COCO_train2014_000000364280.jpg	coco	366.0102	366.9946	2	1.7747	COCO_train2014_000000364280.jpg
