onset	duration	Subj	Sess	Run	Trial	ImgName	ImgType	StimOn(s)	StimOff(s)	Response	RT
6.0275	0.9673	2	2	3	1	COCO_train2014_000000245946.jpg	coco	6.0275	6.9948	1	1.5549
16.0027	1.0008	2	2	3	2	airportTerminal2.jpg	scenes	16.0027	17.0035	2	1.7833
26.0110	0.9841	2	2	3	3	COCO_train2014_000000133281.jpg	coco	26.0110	26.9951	1	1.5937
36.0028	1.0008	2	2	3	4	COCO_train2014_000000057631.jpg	coco	36.0028	37.0036	1	1.7378
46.0112	0.9849	2	2	3	5	COCO_train2014_000000376643.jpg	rep_coco	46.0112	46.9961	1	1.7380
56.0029	1.0008	2	2	3	6	COCO_train2014_000000005277.jpg	coco	56.0029	57.0037	2	1.9059
66.0113	0.9845	2	2	3	7	n02111889_9724.JPEG	imagenet	66.0113	66.9958	1	1.8978
76.0029	1.0008	2	2	3	8	n02509815_2662.JPEG	imagenet	76.0029	77.0038	1	2.1615
86.0114	0.9848	2	2	3	9	n03447447_2772.JPEG	imagenet	86.0114	86.9961	2	1.8975
96.0031	1.0008	2	2	3	10	n02231487_3028.JPEG	imagenet	96.0031	97.0039	3	1.8813
106.0115	0.9841	2	2	3	11	n04286575_5757.JPEG	imagenet	106.0115	106.9956	2	2.7528
116.0033	1.0008	2	2	3	12	appleorchard1.jpg	scenes	116.0033	117.0040	1	1.8813
126.0116	0.9844	2	2	3	13	bistrooutdoor3.jpg	scenes	126.0116	126.9961	1	1.8890
136.0033	1.0008	2	2	3	14	n04562935_4285.JPEG	imagenet	136.0033	137.0041	1	1.7049
146.0117	0.9843	2	2	3	15	n01796340_19749.JPEG	rep_imagenet	146.0117	146.9960	1	1.7370
156.0034	1.0008	2	2	3	16	COCO_train2014_000000523968.jpg	coco	156.0034	157.0043	2	1.9127
166.0118	0.9841	2	2	3	17	COCO_train2014_000000248320.jpg	coco	166.0118	166.9960	1	1.9205
176.0036	1.0008	2	2	3	18	nailsalon6.jpg	scenes	176.0036	177.0044	2	1.8244
186.0120	0.9841	2	2	3	19	tollbooth8.jpg	scenes	186.0120	186.9961	1	1.9122
196.0036	1.0008	2	2	3	20	diningroom3.jpg	scenes	196.0036	197.0045	1	2.2080
206.0121	0.9841	2	2	3	21	fireEscape8.jpg	scenes	206.0121	206.9962	1	1.7040
216.0038	1.0008	2	2	3	22	COCO_train2014_000000134111.jpg	coco	216.0038	217.0046	1	2.2798
226.0122	0.9841	2	2	3	23	COCO_train2014_000000324496.jpg	coco	226.0122	226.9963	1	2.1676
236.0039	1.0008	2	2	3	24	COCO_train2014_000000354111.jpg	coco	236.0039	237.0047	2	2.3755
245.9954	1.0011	2	2	3	25	COCO_train2014_000000167908.jpg	coco	245.9954	246.9964	1	2.0954
256.0041	1.0008	2	2	3	26	COCO_train2014_000000575121.jpg	coco	256.0041	257.0048	1	1.7915
265.9954	1.0011	2	2	3	27	n02088364_6333.JPEG	imagenet	265.9954	266.9966	1	1.7113
276.0041	1.0008	2	2	3	28	n03425413_5362.JPEG	imagenet	276.0041	277.0049	1	2.2231
285.9956	1.0011	2	2	3	29	COCO_train2014_000000292294.jpg	coco	285.9956	286.9967	1	1.8231
296.0042	1.0008	2	2	3	30	n02018207_10823.JPEG	imagenet	296.0042	297.0051	2	2.3349
305.9956	1.0011	2	2	3	31	n02965783_1304.JPEG	imagenet	305.9956	306.9968	1	1.7989
316.0044	1.0008	2	2	3	32	n04019541_4621.JPEG	imagenet	316.0044	317.0052	1	2.0786
325.9958	1.0011	2	2	3	33	n02101006_8380.JPEG	rep_imagenet	325.9958	326.9969	1	1.7906
336.0045	1.0009	2	2	3	34	n02895154_35255.JPEG	imagenet	336.0045	337.0053	1	2.5984
345.9964	1.0006	2	2	3	35	n03733131_3642.JPEG	imagenet	345.9964	346.9970	1	1.5264
356.0046	1.0008	2	2	3	36	COCO_train2014_000000443575.jpg	coco	356.0046	357.0054	1	1.5503
365.9965	1.0007	2	2	3	37	COCO_train2014_000000246792.jpg	coco	365.9965	366.9971	2	2.1580
