onset	duration	Subj	Sess	Run	Trial	ImgName	ImgType	StimOn(s)	StimOff(s)	Response	RT	stim_file
6.0315	0.9675	4	2	2	1	COCO_train2014_000000023718.jpg	coco	6.0315	6.9990	1	1.4297	COCO_train2014_000000023718.jpg
16.0070	1.0007	4	2	2	2	hardwarestore1.jpg	rep_scenes	16.0070	17.0077	3	1.4225	hardwarestore1.jpg
25.9986	1.0008	4	2	2	3	n02018207_3567.JPEG	imagenet	25.9986	26.9994	1	1.3365	n02018207_3567.JPEG
36.0082	0.9995	4	2	2	4	COCO_train2014_000000251016.jpg	coco	36.0082	37.0078	2	1.7446	COCO_train2014_000000251016.jpg
45.9986	1.0008	4	2	2	5	n02088094_2564.JPEG	imagenet	45.9986	46.9995	1	1.3924	n02088094_2564.JPEG
56.0075	1.0004	4	2	2	6	COCO_train2014_000000189765.jpg	coco	56.0075	57.0079	3	1.6007	COCO_train2014_000000189765.jpg
65.9988	1.0008	4	2	2	7	COCO_train2014_000000114822.jpg	coco	65.9988	66.9996	1	1.3845	COCO_train2014_000000114822.jpg
76.0090	0.9990	4	2	2	8	n01806143_8071.JPEG	imagenet	76.0090	77.0080	1	1.3603	n01806143_8071.JPEG
85.9988	1.0008	4	2	2	9	COCO_train2014_000000413472.jpg	coco	85.9988	86.9997	2	1.6803	COCO_train2014_000000413472.jpg
96.0081	1.0000	4	2	2	10	n02206856_1366.JPEG	rep_imagenet	96.0081	97.0081	1	1.4641	n02206856_1366.JPEG
105.9990	1.0008	4	2	2	11	driveway8.jpg	rep_scenes	105.9990	106.9998	2	1.5280	driveway8.jpg
116.0080	1.0002	4	2	2	12	COCO_train2014_000000132617.jpg	coco	116.0080	117.0082	1	1.4559	COCO_train2014_000000132617.jpg
125.9991	1.0008	4	2	2	13	COCO_train2014_000000276664.jpg	coco	125.9991	126.9999	2	1.3678	COCO_train2014_000000276664.jpg
136.0078	1.0005	4	2	2	14	n01644900_18469.JPEG	imagenet	136.0078	137.0083	1	1.5116	n01644900_18469.JPEG
145.9992	1.0008	4	2	2	15	COCO_train2014_000000531392.jpg	coco	145.9992	147.0000	1	1.2875	COCO_train2014_000000531392.jpg
156.0081	1.0004	4	2	2	16	n12985857_3799.JPEG	imagenet	156.0081	157.0084	1	1.3194	n12985857_3799.JPEG
165.9993	1.0008	4	2	2	17	parkinglot2.jpg	scenes	165.9993	167.0001	1	1.4073	parkinglot2.jpg
176.0081	1.0004	4	2	2	18	n02397096_5104.JPEG	imagenet	176.0081	177.0085	1	1.6792	n02397096_5104.JPEG
185.9994	1.0008	4	2	2	19	cargo3.jpg	scenes	185.9994	187.0003	3	1.3112	cargo3.jpg
196.0079	1.0007	4	2	2	20	n01795545_24.JPEG	imagenet	196.0079	197.0087	1	1.3189	n01795545_24.JPEG
205.9996	1.0008	4	2	2	21	COCO_train2014_000000035927.jpg	coco	205.9996	207.0004	1	1.3028	COCO_train2014_000000035927.jpg
216.0082	1.0006	4	2	2	22	COCO_train2014_000000219294.jpg	coco	216.0082	217.0088	2	1.3587	COCO_train2014_000000219294.jpg
225.9997	1.0008	4	2	2	23	n03658185_4301.JPEG	imagenet	225.9997	227.0005	2	1.3985	n03658185_4301.JPEG
236.0081	1.0008	4	2	2	24	n04371430_693.JPEG	imagenet	236.0081	237.0089	3	1.3745	n04371430_693.JPEG
245.9998	1.0008	4	2	2	25	COCO_train2014_000000310870.jpg	coco	245.9998	247.0006	1	1.3263	COCO_train2014_000000310870.jpg
256.0082	1.0008	4	2	2	26	COCO_train2014_000000508456.jpg	coco	256.0082	257.0090	1	1.2622	COCO_train2014_000000508456.jpg
265.9999	1.0008	4	2	2	27	lookout3.jpg	scenes	265.9999	267.0007	1	1.3341	lookout3.jpg
276.0083	1.0008	4	2	2	28	n03956157_7402.JPEG	imagenet	276.0083	277.0091	1	1.3099	n03956157_7402.JPEG
286.0000	1.0008	4	2	2	29	lookout2.jpg	scenes	286.0000	287.0008	1	1.1898	lookout2.jpg
296.0084	1.0008	4	2	2	30	COCO_train2014_000000347933.jpg	coco	296.0084	297.0092	1	1.3337	COCO_train2014_000000347933.jpg
306.0001	1.0008	4	2	2	31	nursery5.jpg	scenes	306.0001	307.0009	2	1.6616	nursery5.jpg
316.0085	1.0008	4	2	2	32	COCO_train2014_000000440792.jpg	coco	316.0085	317.0093	1	1.3255	COCO_train2014_000000440792.jpg
326.0002	1.0008	4	2	2	33	n09332890_13407.JPEG	imagenet	326.0002	327.0011	1	1.4934	n09332890_13407.JPEG
336.0086	1.0008	4	2	2	34	applestore6.jpg	scenes	336.0086	337.0094	3	1.6852	applestore6.jpg
346.0003	1.0008	4	2	2	35	n02641379_15161.JPEG	imagenet	346.0003	347.0012	1	1.7410	n02641379_15161.JPEG
356.0087	1.0008	4	2	2	36	conference3.jpg	scenes	356.0087	357.0095	2	1.7649	conference3.jpg
366.0005	1.0008	4	2	2	37	n01631663_6519.JPEG	imagenet	366.0005	367.0013	2	1.4609	n01631663_6519.JPEG
