onset	duration	Subj	Sess	Run	Trial	ImgName	ImgType	StimOn(s)	StimOff(s)	Response	RT
6.0328	0.9677	2	8	5	1	COCO_train2014_000000470907.jpg	coco	6.0328	7.0006	1	1.5263
16.0084	1.0005	2	8	5	2	COCO_train2014_000000113593.jpg	coco	16.0084	17.0090	1	1.7206
25.9998	1.0008	2	8	5	3	COCO_train2014_000000329474.jpg	coco	25.9998	27.0006	1	1.4590
36.0082	1.0008	2	8	5	4	n04517823_11001.JPEG	rep_imagenet	36.0082	37.0090	1	1.9147
46.0000	1.0008	2	8	5	5	n04606251_6619.JPEG	imagenet	46.0000	47.0007	1	1.5309
56.0083	1.0008	2	8	5	6	boardwalk6.jpg	scenes	56.0083	57.0091	1	2.1467
66.0001	1.0008	2	8	5	7	n03617480_20673.JPEG	imagenet	66.0001	67.0008	2	2.1546
76.0084	1.0008	2	8	5	8	n01930112_19568.JPEG	imagenet	76.0084	77.0092	2	1.6342
86.0001	1.0008	2	8	5	9	COCO_train2014_000000031053.jpg	coco	86.0001	87.0010	2	2.3464
96.0086	1.0008	2	8	5	10	COCO_train2014_000000402095.jpg	coco	96.0086	97.0093	2	1.7143
106.0003	1.0008	2	8	5	11	n03131574_426.JPEG	imagenet	106.0003	107.0011	1	2.4181
116.0087	1.0008	2	8	5	12	n07742313_20683.JPEG	imagenet	116.0087	117.0094	1	1.8981
126.0004	1.0008	2	8	5	13	COCO_train2014_000000012398.jpg	coco	126.0004	127.0012	3	2.4179
136.0088	1.0008	2	8	5	14	n02483362_24921.JPEG	imagenet	136.0088	137.0096	1	1.5374
146.0005	1.0008	2	8	5	15	waterfall_outdoor6.jpg	scenes	146.0005	147.0013	1	1.6256
156.0089	1.0008	2	8	5	16	n02066245_5513.JPEG	imagenet	156.0089	157.0097	2	2.0575
166.0006	1.0008	2	8	5	17	basketballcourt.jpg	scenes	166.0006	167.0014	2	1.9374
176.0090	1.0008	2	8	5	18	COCO_train2014_000000166082.jpg	coco	176.0090	177.0098	1	2.0572
186.0007	1.0008	2	8	5	19	shower2.jpg	scenes	186.0007	187.0015	2	1.8011
196.0091	1.0008	2	8	5	20	n04590129_4291.JPEG	imagenet	196.0091	197.0099	2	1.9131
206.0008	1.0008	2	8	5	21	labClass1.jpg	scenes	206.0008	207.0016	2	1.5049
216.0092	1.0008	2	8	5	22	COCO_train2014_000000475236.jpg	coco	216.0092	217.0100	1	1.5129
226.0009	1.0008	2	8	5	23	banquetHall6.jpg	scenes	226.0009	227.0017	2	2.1526
236.0093	1.0008	2	8	5	24	n07717410_9329.JPEG	rep_imagenet	236.0093	237.0101	1	1.7686
246.0010	1.0008	2	8	5	25	COCO_train2014_000000370369.jpg	coco	246.0010	247.0018	1	1.8644
256.0095	1.0008	2	8	5	26	n01644373_15062.JPEG	imagenet	256.0095	257.0102	3	1.7285
266.0011	1.0008	2	8	5	27	COCO_train2014_000000099363.jpg	coco	266.0011	267.0019	2	1.8241
276.0095	1.0008	2	8	5	28	COCO_train2014_000000074835.jpg	coco	276.0095	277.0103	1	2.6401
286.0013	1.0008	2	8	5	29	racecarcourse3.jpg	scenes	286.0013	287.0020	2	1.9039
296.0096	1.0008	2	8	5	30	COCO_train2014_000000363605.jpg	rep_coco	296.0096	297.0104	1	1.4958
306.0013	1.0008	2	8	5	31	COCO_train2014_000000180410.jpg	coco	306.0013	307.0021	1	1.8957
316.0097	1.0008	2	8	5	32	n02077923_413.JPEG	imagenet	316.0097	317.0105	1	1.7676
326.0015	1.0008	2	8	5	33	COCO_train2014_000000413922.jpg	coco	326.0015	327.0023	1	1.5515
336.0099	1.0008	2	8	5	34	n03041632_229.JPEG	imagenet	336.0099	337.0106	2	2.7353
346.0015	1.0008	2	8	5	35	COCO_train2014_000000554486.jpg	coco	346.0015	347.0024	1	1.6153
356.0100	1.0008	2	8	5	36	n01795545_10541.JPEG	imagenet	356.0100	357.0108	2	2.4390
366.0017	1.0008	2	8	5	37	n11879895_8228.JPEG	imagenet	366.0017	367.0025	1	1.8471
