onset	duration	Subj	Sess	Run	Trial	ImgName	ImgType	StimOn(s)	StimOff(s)	Response	RT	stim_file
6.0300	0.9675	1	3	5	1	COCO_train2014_000000488295.jpg	coco	6.0300	6.9974	2	2.7815	COCO_train2014_000000488295.jpg
16.0053	1.0009	1	3	5	2	n02120079_6668.JPEG	rep_imagenet	16.0053	17.0061	1	1.4275	n02120079_6668.JPEG
25.9973	1.0005	1	3	5	3	observatory1.jpg	scenes	25.9973	26.9977	1	1.7979	observatory1.jpg
36.0055	1.0007	1	3	5	4	n04435653_567.JPEG	imagenet	36.0055	37.0061	1	1.5262	n04435653_567.JPEG
45.9974	1.0004	1	3	5	5	n04296562_22704.JPEG	imagenet	45.9974	46.9979	3	5.7581	n04296562_22704.JPEG
56.0055	1.0008	1	3	5	6	COCO_train2014_000000086725.jpg	coco	56.0055	57.0063	1	2.3256	COCO_train2014_000000086725.jpg
65.9972	1.0008	1	3	5	7	n01796340_19749.JPEG	rep_imagenet	65.9972	66.9980	1	1.7180	n01796340_19749.JPEG
76.0055	1.0009	1	3	5	8	COCO_train2014_000000345813.jpg	coco	76.0055	77.0064	1	1.8140	COCO_train2014_000000345813.jpg
85.9973	1.0008	1	3	5	9	n02037110_4613.JPEG	imagenet	85.9973	86.9981	1	1.5097	n02037110_4613.JPEG
96.0057	1.0008	1	3	5	10	COCO_train2014_000000330084.jpg	coco	96.0057	97.0065	1	1.5337	COCO_train2014_000000330084.jpg
105.9974	1.0008	1	3	5	11	COCO_train2014_000000498645.jpg	coco	105.9974	106.9982	2	1.3815	COCO_train2014_000000498645.jpg
116.0058	1.0008	1	3	5	12	COCO_train2014_000000186145.jpg	coco	116.0058	117.0066	2	3.9653	COCO_train2014_000000186145.jpg
125.9977	1.0006	1	3	5	13	baseball6.jpg	scenes	125.9977	126.9983	2	1.8773	baseball6.jpg
136.0059	1.0008	1	3	5	14	COCO_train2014_000000133281.jpg	coco	136.0059	137.0067	1	1.5571	COCO_train2014_000000133281.jpg
145.9977	1.0008	1	3	5	15	ruralroad7.jpg	scenes	145.9977	146.9984	1	1.9010	ruralroad7.jpg
156.0060	1.0009	1	3	5	16	COCO_train2014_000000390414.jpg	coco	156.0060	157.0068	1	1.6929	COCO_train2014_000000390414.jpg
165.9977	1.0008	1	3	5	17	n07754684_949.JPEG	imagenet	165.9977	166.9986	2	1.7248	n07754684_949.JPEG
176.0061	1.0008	1	3	5	18	COCO_train2014_000000254130.jpg	coco	176.0061	177.0070	2	1.7247	COCO_train2014_000000254130.jpg
185.9978	1.0008	1	3	5	19	winebarrel1.jpg	scenes	185.9978	186.9987	1	1.9645	winebarrel1.jpg
196.0080	0.9991	1	3	5	20	n03871628_11370.JPEG	imagenet	196.0080	197.0071	2	4.0363	n03871628_11370.JPEG
205.9980	1.0008	1	3	5	21	office3.jpg	scenes	205.9980	206.9988	3	6.4043	office3.jpg
216.0077	0.9995	1	3	5	22	COCO_train2014_000000087146.jpg	coco	216.0077	217.0072	1	1.2922	COCO_train2014_000000087146.jpg
225.9981	1.0008	1	3	5	23	n03868863_3487.JPEG	imagenet	225.9981	226.9989	3	3.2841	n03868863_3487.JPEG
236.0080	0.9993	1	3	5	24	n02974003_4105.JPEG	imagenet	236.0080	237.0073	2	1.9958	n02974003_4105.JPEG
245.9982	1.0008	1	3	5	25	n01945685_2329.JPEG	imagenet	245.9982	246.9990	1	1.5798	n01945685_2329.JPEG
256.0066	1.0008	1	3	5	26	n02342885_2292.JPEG	imagenet	256.0066	257.0074	1	2.5395	n02342885_2292.JPEG
265.9984	1.0008	1	3	5	27	COCO_train2014_000000449032.jpg	coco	265.9984	266.9992	3	5.1314	COCO_train2014_000000449032.jpg
276.0078	0.9997	1	3	5	28	n02112706_3209.JPEG	imagenet	276.0078	277.0076	1	1.5794	n02112706_3209.JPEG
285.9985	1.0007	1	3	5	29	COCO_train2014_000000319685.jpg	coco	285.9985	286.9992	1	2.7873	COCO_train2014_000000319685.jpg
296.0082	0.9995	1	3	5	30	n02226429_10942.JPEG	imagenet	296.0082	297.0076	2	3.9072	n02226429_10942.JPEG
305.9986	1.0008	1	3	5	31	n02484975_6608.JPEG	imagenet	305.9986	306.9994	2	2.4911	n02484975_6608.JPEG
316.0079	0.9999	1	3	5	32	n12267677_22782.JPEG	imagenet	316.0079	317.0078	2	3.3389	n12267677_22782.JPEG
325.9987	1.0008	1	3	5	33	COCO_train2014_000000113787.jpg	coco	325.9987	326.9995	1	1.3229	COCO_train2014_000000113787.jpg
336.0073	1.0005	1	3	5	34	courthouse3.jpg	scenes	336.0073	337.0079	2	5.3388	courthouse3.jpg
345.9988	1.0008	1	3	5	35	n03595614_5539.JPEG	imagenet	345.9988	346.9996	3	2.4026	n03595614_5539.JPEG
356.0075	1.0005	1	3	5	36	COCO_train2014_000000209229.jpg	coco	356.0075	357.0080	1	5.4984	COCO_train2014_000000209229.jpg
365.9989	1.0008	1	3	5	37	childsroom2.jpg	scenes	365.9989	366.9997	2	3.8023	childsroom2.jpg
