CSF	WhiteMatter	GlobalSignal	stdDVARS	non-stdDVARS	vx-wisestdDVARS	FramewiseDisplacement	tCompCor00	tCompCor01	tCompCor02	tCompCor03	tCompCor04	tCompCor05	aCompCor00	aCompCor01	aCompCor02	aCompCor03	aCompCor04	aCompCor05	Cosine00	Cosine01	Cosine02	Cosine03	Cosine04	X	Y	Z	RotX	RotY	RotZ
540.4805453342012	506.3472176004608	498.69008194377517	n/a	n/a	n/a	n/a	-0.0278077972	-0.12421501720000001	0.0106864273	-0.010194959	0.0133951278	-0.0469123674	-0.0152594022	-0.0661357539	0.08535108289999999	-0.022261395899999998	0.054807547000000005	-0.029083453999999998	0.1015312882	0.1015213037	0.1015046634	0.1014813686	0.1014514208	-0.0131676	-0.00639608	0.0153945	-0.00181391	-0.000336073	-0.000118859
538.0824515402519	505.5652725969106	497.6070618986993	1.30492961	28.75043106	0.99788487	0.05815931	0.1119898958	-0.049865190700000006	0.0411629175	-0.08980293660000001	0.0046290801	-0.025843535	0.0692531767	-0.1053756666	-0.0074586699	-0.0225813265	0.0325374784	-0.1429266595	0.1015046634	0.1014148218	0.1012651448	0.1010557205	0.1007866726	-0.0138441	-0.039919	0.00580501	-0.00156525	-0.000300309	-0.000121843
534.8972462683017	505.1248409109764	497.30231595721824	1.2049278	26.54717445	0.95129377	0.15409059000000003	0.0928282284	-0.007889371	-0.0453569764	0.0741430325	0.031720124700000005	-0.0173137356	0.10691552730000001	-0.0135954224	-0.0384436546	-0.06505047929999999	-0.0815425543	-0.0935130734	0.1014514208	0.10120196990000001	0.1007866726	0.10020620960000001	0.09946153199999999	-0.0182486	0.0461759	0.0256784	-0.00173819	0.000171422	-0.000351528
536.4298288138131	505.39812366042014	497.7017271859488	1.33356678	29.38136864	0.98885721	0.08114612	0.0787849545	0.071604364	-0.045684885300000005	-0.0792771991	-0.05614276	-0.0224405986	0.1039355906	0.0291231432	-0.09637992039999999	0.1203658478	0.0226965607	-0.07234769469999999	0.1013715742	0.100882971	0.100070376	0.0989363989	0.0974846817	-0.0119565	-0.00421477	0.0256858	-0.00145575	-0.0	-0.000316271
535.5284502594914	506.14064668923686	498.27221296000624	1.14228332	25.16698074	0.95636469	0.05072573	0.0052512697	0.0803065137	-0.0358745389	0.0416174578	-0.0309030819	0.09867697199999999	0.046699989299999994	0.0678054505	-0.0989693658	0.0951066565	0.032306491	-0.0141274122	0.1012651448	0.1004581598	0.0991179452	0.0972516147	0.09486907480000001	-0.0182423	-0.0163671	0.012758	-0.0011556200000000004	-0.0	-0.000229205
537.7424106295267	506.929990330526	498.5396265020724	1.07101941	23.59688187	0.96635962	0.11406597	-0.073302513	0.0734035321	-0.014783823500000001	0.0023830607	-0.0402776411	0.0530523669	-0.048251755300000004	0.1251542028	0.0077083472	-0.0049723861	-0.0798273972	-0.0949136557	0.1011321603	0.09992798189999999	0.0979316276	0.0951589234	0.0916318497	-0.007574629999999999	0.0387137	0.0206833	-0.00157681	0.000358545	-0.000201096
538.8793587817552	507.05648221617537	499.3824023710661	1.22121406	26.90599442	1.02095354	0.07205554000000002	-0.1155363792	0.0013560271	0.069985395	-0.0259876842	-0.0967110462	-1.9777e-06	-0.0572504835	0.0093260902	0.10572903859999999	0.1456791952	0.0049552241	-0.0813425898	0.1009726556	0.0992929934	0.09651422259999999	0.0926671025	0.0877942181	-0.00135294	-0.0116505	0.0156934	-0.00150168	0.000401043	-0.000293063
537.577952888662	507.21287003499503	499.7367832376393	1.20677543	26.58788109	0.99774402	0.07273530000000002	-0.0201509996	-0.043799751799999995	0.1528345069	-0.0025431607000000003	-0.038280548	0.047012882400000004	-0.0823471392	-0.0562794504	0.0364932579	0.0808176678	-0.056149693099999995	-0.0597693117	0.1007866726	0.0985538602	0.09486907480000001	0.08978660349999999	0.08338132549999999	-0.0072676	-0.0297304	0.00246891	-0.00120076	5.29396e-23	-0.000284701
537.020116136489	506.7891739258017	499.6440278701867	1.20970762	26.65248299	0.98087811	0.08941910000000002	0.0308256528	-0.0498638167	0.0939340709	0.10750632449999999	0.0755047908	0.0401358633	-0.05006807940000001	-0.0357346133	0.0243557627	-0.06884212370000001	-0.1557462618	-0.0757138069	0.10057426009999999	0.09771135759999999	0.0930000661	0.0865295084	0.0784220868	-0.0079914	0.0307988	0.00734471	-0.00135275	0.00027566	-0.000322857
538.9340097166224	506.641567557208	499.2753850171141	1.26477301	27.86569214	1.01865184	0.09580428000000002	0.0485080546	0.035681580299999995	0.0536214008	0.0345146882	0.0423863161	-0.17320928989999998	-0.0277088714	-0.08446112089999999	-0.0361781592	-0.0054852977	-0.0419486416	-0.1483625114	0.1003354737	0.0967663693	0.09091160699999999	0.0829094784	0.0729489968	0.00106682	0.022546	-0.0233247	-0.000783095	0.000581689	-0.000242064
