onset	duration	Subj	Sess	Run	Trial	ImgName	ImgType	StimOn(s)	StimOff(s)	Response	RT
6.0314	0.9674	1	9	6	1	porch.jpg	scenes	6.0314	6.9988	2	2.3116
16.0066	1.0009	1	9	6	2	COCO_train2014_000000546140.jpg	coco	16.0066	17.0075	2	1.4007
25.9983	1.0009	1	9	6	3	COCO_train2014_000000181837.jpg	coco	25.9983	26.9992	2	2.2671
36.0068	1.0008	1	9	6	4	n03388043_4049.JPEG	imagenet	36.0068	37.0076	1	1.8590
45.9985	1.0008	1	9	6	5	COCO_train2014_000000237697.jpg	coco	45.9985	46.9993	3	2.0426
56.0068	1.0008	1	9	6	6	n07892512_4656.JPEG	imagenet	56.0068	57.0077	2	2.3145
65.9986	1.0008	1	9	6	7	n03787032_7779.JPEG	imagenet	65.9986	66.9994	2	6.5147
76.0070	1.0008	1	9	6	8	homeoffice9.jpg	rep_scenes	76.0070	77.0078	1	1.5789
85.9987	1.0008	1	9	6	9	COCO_train2014_000000130876.jpg	coco	85.9987	86.9995	2	1.8426
96.0071	1.0008	1	9	6	10	greenmountains6.jpg	scenes	96.0071	97.0079	1	1.6505
105.9989	1.0008	1	9	6	11	COCO_train2014_000000426911.jpg	coco	105.9989	106.9997	2	2.0423
116.0073	1.0008	1	9	6	12	dormroom7.jpg	scenes	116.0073	117.0080	3	2.4582
125.9989	1.0008	1	9	6	13	cave6.jpg	scenes	125.9989	126.9998	1	1.7701
136.0073	1.0008	1	9	6	14	COCO_train2014_000000197656.jpg	coco	136.0073	137.0082	2	1.4820
145.9990	1.0009	1	9	6	15	COCO_train2014_000000274978.jpg	coco	145.9990	146.9999	2	1.9379
156.0075	1.0008	1	9	6	16	n04355338_8539.JPEG	imagenet	156.0075	157.0083	2	2.4897
165.9992	1.0009	1	9	6	17	boardwalk6.jpg	scenes	165.9992	167.0001	2	4.6015
176.0076	1.0008	1	9	6	18	COCO_train2014_000000261746.jpg	coco	176.0076	177.0084	2	4.8654
185.9993	1.0008	1	9	6	19	n03400231_6486.JPEG	imagenet	185.9993	187.0001	2	2.0734
196.0077	1.0008	1	9	6	20	COCO_train2014_000000335304.jpg	coco	196.0077	197.0085	1	1.5053
205.9994	1.0008	1	9	6	21	n06785654_2288.JPEG	imagenet	205.9994	207.0003	2	4.7771
216.0078	1.0008	1	9	6	22	constructionSite1.jpg	scenes	216.0078	217.0087	3	2.1770
225.9996	1.0008	1	9	6	23	COCO_train2014_000000067053.jpg	coco	225.9996	227.0004	1	1.4649
236.0080	1.0008	1	9	6	24	COCO_train2014_000000401138.jpg	coco	236.0080	237.0088	3	1.9449
245.9997	1.0008	1	9	6	25	n04517823_11001.JPEG	rep_imagenet	245.9997	247.0005	2	2.0966
256.0081	1.0008	1	9	6	26	n03637318_34490.JPEG	imagenet	256.0081	257.0089	2	2.7206
265.9998	1.0008	1	9	6	27	n04548362_34087.JPEG	imagenet	265.9998	267.0006	2	2.8884
276.0082	1.0008	1	9	6	28	n01882714_5318.JPEG	imagenet	276.0082	277.0090	1	1.4804
285.9999	1.0008	1	9	6	29	COCO_train2014_000000352129.jpg	coco	285.9999	287.0007	1	1.5762
296.0083	1.0008	1	9	6	30	n01687978_6955.JPEG	imagenet	296.0083	297.0091	2	1.4561
306.0000	1.0008	1	9	6	31	n03207743_2620.JPEG	imagenet	306.0000	307.0008	2	2.5200
316.0084	1.0008	1	9	6	32	n03680355_4384.JPEG	imagenet	316.0084	317.0092	3	3.5919
326.0001	1.0008	1	9	6	33	COCO_train2014_000000575121.jpg	coco	326.0001	327.0009	1	1.3678
336.0085	1.0008	1	9	6	34	lockerroom.jpg	scenes	336.0085	337.0094	3	1.6077
346.0002	1.0009	1	9	6	35	n01641577_1229.JPEG	rep_imagenet	346.0002	347.0011	2	1.6475
356.0087	1.0008	1	9	6	36	COCO_train2014_000000041606.jpg	coco	356.0087	357.0095	2	1.6235
366.0003	1.0009	1	9	6	37	n04243546_5419.JPEG	imagenet	366.0003	367.0012	3	1.6474
