onset	duration	Subj	Sess	Run	Trial	ImgName	ImgType	StimOn(s)	StimOff(s)	Response	RT
6.0396	0.9676	3	4	4	1	checkoutcounter9.jpg	scenes	6.0396	7.0072	3	1.7178
16.0148	0.9841	3	4	4	2	COCO_train2014_000000127377.jpg	coco	16.0148	16.9989	2	3.6384
26.0064	1.0009	3	4	4	3	COCO_train2014_000000194850.jpg	coco	26.0064	27.0072	2	5.3206
35.9981	1.0009	3	4	4	4	COCO_train2014_000000086811.jpg	coco	35.9981	36.9989	1	3.4167
46.0073	1.0000	3	4	4	5	dormroom10.jpg	scenes	46.0073	47.0074	1	3.4165
55.9982	1.0008	3	4	4	6	n02172182_1159.JPEG	imagenet	55.9982	56.9990	3	3.1528
66.0067	1.0007	3	4	4	7	n01910747_1419.JPEG	imagenet	66.0067	67.0074	1	2.4486
75.9983	1.0008	3	4	4	8	n02457408_7450.JPEG	imagenet	75.9983	76.9991	1	4.2405
86.0070	1.0005	3	4	4	9	n04162706_38516.JPEG	imagenet	86.0070	87.0075	3	2.8244
95.9984	1.0008	3	4	4	10	COCO_train2014_000000363605.jpg	rep_coco	95.9984	96.9993	1	2.5762
106.0071	1.0005	3	4	4	11	lockerroom3.jpg	scenes	106.0071	107.0077	3	2.1361
115.9986	1.0008	3	4	4	12	COCO_train2014_000000352191.jpg	coco	115.9986	116.9994	1	2.1681
126.0082	0.9996	3	4	4	13	n04487081_7521.JPEG	imagenet	126.0082	127.0078	3	6.3039
135.9986	1.0009	3	4	4	14	n02097209_288.JPEG	imagenet	135.9986	136.9995	2	2.8318
146.0075	1.0004	3	4	4	15	hardwarestore1.jpg	rep_scenes	146.0075	147.0079	3	2.1117
155.9988	1.0008	3	4	4	16	n03529860_9840.JPEG	imagenet	155.9988	156.9996	2	3.1277
166.0072	1.0008	3	4	4	17	COCO_train2014_000000154556.jpg	coco	166.0072	167.0080	1	1.9275
175.9989	1.0008	3	4	4	18	balconyIN2.jpg	scenes	175.9989	176.9997	2	2.3673
186.0073	1.0008	3	4	4	19	n07716906_5285.JPEG	imagenet	186.0073	187.0081	3	3.3752
195.9990	1.0009	3	4	4	20	COCO_train2014_000000091005.jpg	coco	195.9990	196.9998	2	2.3350
206.0074	1.0008	3	4	4	21	COCO_train2014_000000488406.jpg	coco	206.0074	207.0082	3	2.7750
215.9991	1.0008	3	4	4	22	COCO_train2014_000000135836.jpg	coco	215.9991	216.9999	3	3.1348
226.0075	1.0008	3	4	4	23	COCO_train2014_000000027157.jpg	coco	226.0075	227.0083	3	5.8066
235.9992	1.0008	3	4	4	24	n03935335_617.JPEG	imagenet	235.9992	237.0001	2	6.3825
246.0076	1.0008	3	4	4	25	COCO_train2014_000000450864.jpg	rep_coco	246.0076	247.0085	2	1.8785
255.9993	1.0008	3	4	4	26	n02165105_5697.JPEG	imagenet	255.9993	257.0002	1	1.9983
266.0078	1.0008	3	4	4	27	cliff5.jpg	scenes	266.0078	267.0085	1	2.0542
275.9994	1.0008	3	4	4	28	n01644373_15062.JPEG	imagenet	275.9994	277.0003	1	3.8141
286.0079	1.0008	3	4	4	29	COCO_train2014_000000547284.jpg	coco	286.0079	287.0087	1	2.8620
295.9996	1.0008	3	4	4	30	n02108089_276.JPEG	imagenet	295.9996	297.0004	1	3.0859
306.0079	1.0008	3	4	4	31	COCO_train2014_000000016898.jpg	coco	306.0079	307.0088	1	4.8858
315.9996	1.0008	3	4	4	32	COCO_train2014_000000375492.jpg	coco	315.9996	317.0005	2	3.5976
326.0081	1.0008	3	4	4	33	n04404412_32274.JPEG	imagenet	326.0081	327.0089	3	3.3495
335.9998	1.0008	3	4	4	34	COCO_train2014_000000354791.jpg	coco	335.9998	337.0006	2	7.1653
346.0082	1.0008	3	4	4	35	waterfall_outdoor6.jpg	scenes	346.0082	347.0090	1	1.9494
355.9998	1.0009	3	4	4	36	bambooforest4.jpg	scenes	355.9998	357.0007	1	2.5331
366.0083	1.0008	3	4	4	37	COCO_train2014_000000325758.jpg	coco	366.0083	367.0091	3	3.1490
