onset	duration	TR	Trial	StimOn	StimOff	cond	image	1back	Response	RT	Accuracy
12.0317	0.7673	6.015832	1	12.031664	12.798945	Scrambled	scambled_contemporary-home-offices.jpg	1	0	0.000000	correct rejection
12.9996	0.8002	6.499783	2	12.999566	13.799808	Scrambled	scambled_fountain.jpg	1	0	0.000000	correct rejection
14.0002	0.8004	7.000098	3	14.000195	14.800546	Scrambled	scambled_elevator.jpg	1	0	0.000000	correct rejection
15.0010	0.8004	7.500500	4	15.001001	15.801386	Scrambled	scambled_home-office-design-ideas.jpg	1	0	0.000000	correct rejection
16.0019	0.8004	8.000928	5	16.001857	16.802214	Scrambled	scambled_home-office-design-ideas.jpg	2	1	837.009192	hit              
17.0030	0.8001	8.501501	6	17.003002	17.803060	Scrambled	scambled_sun_bgmylyaviikfuowd.jpg	1	1	2.033949	false alarm      
18.0035	0.8004	9.001760	7	18.003520	18.803893	Scrambled	scambled_sun_bgmylyaviikfuowd.jpg	2	1	731.371880	hit              
19.0043	0.8004	9.502167	8	19.004333	19.804742	Scrambled	scambled_baseballField.jpg	1	1	0.196934	false alarm      
20.0069	0.7987	10.003432	9	20.006864	20.805578	Scrambled	scambled_Furnished-Office.jpg	1	0	0.000000	correct rejection
21.0061	0.8003	10.503044	10	21.006089	21.806421	Scrambled	scambled_livingRoom.jpg	1	0	0.000000	correct rejection
22.0069	0.8004	11.003447	11	22.006894	22.807250	Scrambled	scambled_may 20th 2011 002.JPG	1	0	0.000000	correct rejection
23.0078	0.8003	11.503878	12	23.007757	23.808085	Scrambled	scambled_sun_acggnoeidnfjlcisrot.jpg	1	0	0.000000	correct rejection
24.0086	0.8004	12.004280	13	24.008560	24.808919	Scrambled	scambled_may 20th 2011rot.jpg	1	0	0.000000	correct rejection
25.0095	0.8003	12.504727	14	25.009455	25.809767	Scrambled	scambled_Echo_Bedroom.jpg	1	0	0.000000	correct rejection
26.0103	0.7836	13.005161	15	26.010322	26.793951	Scrambled	scambled_hairSalon.jpg	1	0	0.000000	correct rejection
27.0111	0.7837	13.505572	16	27.011144	27.794796	Scrambled	scambled_varadero-beach-13897-2560x1600.jpg	1	0	0.000000	correct rejection
27.9954	6.0000	13.997698	fix	27.995397	0.000000	fix	fix	fix	fix	fix	n/a
34.0170	0.7837	17.008489	17	34.016978	34.800645	Scene	003.jpg	1	0	0.000000	correct rejection
35.0011	0.8005	17.500539	18	35.001078	35.801535	Scene	079.jpg	1	0	0.000000	correct rejection
36.0019	0.8004	18.000957	19	36.001914	36.802336	Scene	012.jpg	1	0	0.000000	correct rejection
37.0028	0.8004	18.501391	20	37.002783	37.803174	Scene	017.jpg	1	0	0.000000	correct rejection
38.0037	0.8004	19.001837	21	38.003675	38.804036	Scene	132.jpg	1	0	0.000000	correct rejection
