onset	duration	Subj	Sess	Run	Trial	ImgName	ImgType	StimOn(s)	StimOff(s)	Response	RT
6.0385	0.9678	3	9	3	1	n03223299_21005.JPEG	imagenet	6.0385	7.0062	2	1.9268
16.0139	0.9841	3	9	3	2	COCO_train2014_000000317781.jpg	coco	16.0139	16.9979	1	1.6546
26.0054	1.0009	3	9	3	3	COCO_train2014_000000566261.jpg	coco	26.0054	27.0062	2	1.5449
35.9978	1.0001	3	9	3	4	n09468604_12427.JPEG	imagenet	35.9978	36.9980	1	1.6970
46.0055	1.0008	3	9	3	5	n01592084_5666.JPEG	imagenet	46.0055	47.0063	1	2.3691
55.9974	1.0006	3	9	3	6	COCO_train2014_000000190487.jpg	coco	55.9974	56.9980	2	1.8731
66.0056	1.0008	3	9	3	7	COCO_train2014_000000288372.jpg	coco	66.0056	67.0064	1	2.0409
75.9973	1.0008	3	9	3	8	COCO_train2014_000000485465.jpg	coco	75.9973	76.9981	2	1.9608
86.0057	1.0009	3	9	3	9	COCO_train2014_000000233873.jpg	coco	86.0057	87.0065	2	2.1527
95.9974	1.0008	3	9	3	10	n02134418_1384.JPEG	imagenet	95.9974	96.9982	1	1.7126
106.0076	0.9991	3	9	3	11	n04067472_10250.JPEG	imagenet	106.0076	107.0067	2	2.6085
115.9975	1.0008	3	9	3	12	racecarcourse3.jpg	scenes	115.9975	116.9984	2	2.3444
126.0074	0.9993	3	9	3	13	frontLawn4.jpg	scenes	126.0074	127.0067	1	1.7921
135.9978	1.0006	3	9	3	14	COCO_train2014_000000164502.jpg	coco	135.9978	136.9984	1	1.8481
146.0069	0.9999	3	9	3	15	n03594945_19405.JPEG	imagenet	146.0069	147.0068	2	3.2399
155.9977	1.0008	3	9	3	16	weightroom5.jpg	scenes	155.9977	156.9985	3	2.3198
166.0071	0.9998	3	9	3	17	n04435653_2335.JPEG	imagenet	166.0071	167.0069	2	3.2552
175.9978	1.0008	3	9	3	18	homegarden5.jpg	scenes	175.9978	176.9986	1	7.0795
186.0077	0.9993	3	9	3	19	n03065424_30673.JPEG	rep_imagenet	186.0077	187.0070	2	4.1033
195.9979	1.0008	3	9	3	20	campsite.jpg	scenes	195.9979	196.9987	1	1.6714
206.0069	1.0002	3	9	3	21	COCO_train2014_000000012795.jpg	coco	206.0069	207.0071	2	3.4072
215.9980	1.0008	3	9	3	22	n02087394_19274.JPEG	imagenet	215.9980	216.9988	1	1.9191
226.0081	0.9991	3	9	3	23	hospitalroom6.jpg	scenes	226.0081	227.0072	3	2.7828
235.9981	1.0008	3	9	3	24	n04552348_2040.JPEG	imagenet	235.9981	236.9989	2	2.4708
246.0075	0.9998	3	9	3	25	n03871628_11370.JPEG	imagenet	246.0075	247.0073	2	2.9907
255.9982	1.0008	3	9	3	26	n07753113_28926.JPEG	imagenet	255.9982	256.9990	1	2.0785
266.0069	1.0005	3	9	3	27	COCO_train2014_000000365218.jpg	coco	266.0069	267.0074	1	2.2224
275.9982	1.0008	3	9	3	28	COCO_train2014_000000087285.jpg	coco	275.9982	276.9991	1	1.6943
286.0074	1.0000	3	9	3	29	COCO_train2014_000000430684.jpg	coco	286.0074	287.0075	1	1.7422
295.9984	1.0008	3	9	3	30	COCO_train2014_000000028868.jpg	rep_coco	295.9984	296.9992	1	2.4860
306.0071	1.0004	3	9	3	31	COCO_train2014_000000057796.jpg	coco	306.0071	307.0075	1	1.7898
315.9984	1.0008	3	9	3	32	COCO_train2014_000000344729.jpg	coco	315.9984	316.9992	1	2.6619
326.0071	1.0006	3	9	3	33	n01692333_5867.JPEG	imagenet	326.0071	327.0076	1	2.1097
335.9985	1.0008	3	9	3	34	wineVineyard2.jpg	scenes	335.9985	336.9993	1	2.2056
346.0069	1.0008	3	9	3	35	n04265275_4139.JPEG	imagenet	346.0069	347.0077	3	2.3095
355.9986	1.0008	3	9	3	36	COCO_train2014_000000519356.jpg	coco	355.9986	356.9994	2	1.5652
366.0071	1.0008	3	9	3	37	COCO_train2014_000000264244.jpg	coco	366.0071	367.0079	2	2.2931
