onset	duration	Subj	Sess	Run	Trial	ImgName	ImgType	StimOn(s)	StimOff(s)	Response	RT
6.0355	0.9677	2	13	7	1	n03100240_15345.JPEG	imagenet	6.0355	7.0032	2	1.7860
16.0108	0.9838	2	13	7	2	COCO_train2014_000000397192.jpg	coco	16.0108	16.9946	1	1.8392
26.0024	1.0008	2	13	7	3	n03961711_21196.JPEG	imagenet	26.0024	27.0032	2	1.5931
36.0108	0.9849	2	13	7	4	carFactory4.jpeg	scenes	36.0108	36.9957	1	1.7052
46.0025	1.0008	2	13	7	5	n03240683_16987.JPEG	imagenet	46.0025	47.0033	2	1.5453
56.0109	0.9848	2	13	7	6	COCO_train2014_000000092001.jpg	coco	56.0109	56.9956	2	1.7452
66.0026	1.0008	2	13	7	7	n07930864_32716.JPEG	imagenet	66.0026	67.0033	1	1.5691
76.0109	0.9845	2	13	7	8	COCO_train2014_000000129060.jpg	coco	76.0109	76.9954	2	1.6329
86.0026	1.0008	2	13	7	9	COCO_train2014_000000438154.jpg	coco	86.0026	87.0034	1	1.6568
96.0110	0.9847	2	13	7	10	n02108422_1386.JPEG	imagenet	96.0110	96.9957	1	1.8166
106.0027	1.0008	2	13	7	11	n02100735_10445.JPEG	imagenet	106.0027	107.0035	1	1.6086
116.0111	0.9844	2	13	7	12	track3.jpg	scenes	116.0111	116.9955	2	1.7604
126.0028	1.0008	2	13	7	13	fountain.jpg	scenes	126.0028	127.0036	1	1.9522
136.0111	0.9845	2	13	7	14	COCO_train2014_000000520100.jpg	coco	136.0111	136.9956	2	1.9121
146.0028	1.0008	2	13	7	15	baywindow1.jpg	scenes	146.0028	147.0037	1	1.4960
156.0112	0.9842	2	13	7	16	n01990800_4092.JPEG	imagenet	156.0112	156.9954	3	1.5598
166.0029	1.0008	2	13	7	17	n02442845_19700.JPEG	imagenet	166.0029	167.0037	1	1.8153
176.0113	0.9843	2	13	7	18	COCO_train2014_000000362677.jpg	coco	176.0113	176.9956	1	1.6476
186.0030	1.0008	2	13	7	19	n03933933_13875.JPEG	imagenet	186.0030	187.0038	2	1.3754
196.0114	0.9841	2	13	7	20	n02051845_8361.JPEG	imagenet	196.0114	196.9955	2	1.6713
206.0031	1.0008	2	13	7	21	n07860988_9287.JPEG	imagenet	206.0031	207.0039	2	1.9432
216.0115	0.9842	2	13	7	22	whitewaterrapids.jpg	scenes	216.0115	216.9957	1	1.6871
226.0032	1.0008	2	13	7	23	COCO_train2014_000000231572.jpg	coco	226.0032	227.0040	2	1.7268
236.0115	0.9841	2	13	7	24	shootingrange5.jpg	rep_scenes	236.0115	236.9957	3	2.0386
246.0032	1.0008	2	13	7	25	jail3.jpg	scenes	246.0032	247.0040	3	1.3665
256.0116	0.9841	2	13	7	26	COCO_train2014_000000450864.jpg	rep_coco	256.0116	256.9957	2	1.9825
266.0033	1.0008	2	13	7	27	COCO_train2014_000000147694.jpg	coco	266.0033	267.0041	2	1.9503
276.0117	0.9841	2	13	7	28	COCO_train2014_000000507789.jpg	coco	276.0117	276.9958	2	1.3981
286.0034	1.0008	2	13	7	29	COCO_train2014_000000273559.jpg	coco	286.0034	287.0042	2	1.6701
296.0118	0.9841	2	13	7	30	COCO_train2014_000000389582.jpg	coco	296.0118	296.9959	2	1.7419
306.0035	1.0008	2	13	7	31	COCO_train2014_000000271568.jpg	coco	306.0035	307.0042	1	1.9178
316.0118	0.9841	2	13	7	32	COCO_train2014_000000430684.jpg	coco	316.0118	316.9959	1	1.5577
326.0035	1.0008	2	13	7	33	COCO_train2014_000000080619.jpg	coco	326.0035	327.0043	2	1.6775
335.9950	1.0010	2	13	7	34	n04065272_24529.JPEG	imagenet	335.9950	336.9960	2	1.9015
346.0036	1.0008	2	13	7	35	carwash2.jpg	scenes	346.0036	347.0044	2	2.1092
355.9950	1.0011	2	13	7	36	homeoffice9.jpg	rep_scenes	355.9950	356.9961	1	1.5651
366.0037	1.0008	2	13	7	37	n02930766_20027.JPEG	imagenet	366.0037	367.0045	1	1.9011
