onset	duration	Subj	Sess	Run	Trial	ImgName	ImgType	StimOn(s)	StimOff(s)	Response	RT
6.0381	0.9678	4	4	2	1	greenhouse3.jpg	scenes	6.0381	7.0059	1	1.2874
16.0135	0.9846	4	4	2	2	COCO_train2014_000000297844.jpg	coco	16.0135	16.9981	2	1.5033
26.0056	1.0003	4	4	2	3	n02488702_1072.JPEG	imagenet	26.0056	27.0060	1	1.2973
35.9968	1.0009	4	4	2	4	COCO_train2014_000000296267.jpg	coco	35.9968	36.9977	1	1.4094
46.0059	1.0001	4	4	2	5	COCO_train2014_000000062763.jpg	coco	46.0059	47.0061	2	1.5936
55.9969	1.0008	4	4	2	6	COCO_train2014_000000346795.jpg	coco	55.9969	56.9978	2	1.4175
66.0057	1.0005	4	4	2	7	COCO_train2014_000000001496.jpg	coco	66.0057	67.0062	2	1.4654
75.9971	1.0008	4	4	2	8	desertvegetation3.jpg	rep_scenes	75.9971	76.9979	1	1.3212
86.0058	1.0005	4	4	2	9	COCO_train2014_000000508612.jpg	coco	86.0058	87.0063	1	1.3771
95.9972	1.0008	4	4	2	10	n03690938_4233.JPEG	imagenet	95.9972	96.9980	2	1.3610
106.0057	1.0007	4	4	2	11	horsebarn9.jpg	scenes	106.0057	107.0064	2	1.2970
115.9973	1.0008	4	4	2	12	COCO_train2014_000000055402.jpg	coco	115.9973	116.9981	1	1.3207
126.0058	1.0007	4	4	2	13	baggageClaim2.jpg	scenes	126.0058	127.0065	2	1.3767
135.9974	1.0008	4	4	2	14	COCO_train2014_000000401251.jpg	coco	135.9974	136.9982	1	1.3605
146.0058	1.0008	4	4	2	15	playroom4.jpg	scenes	146.0058	147.0066	2	1.4644
155.9975	1.0008	4	4	2	16	n01986214_18927.JPEG	imagenet	155.9975	156.9983	2	1.2963
166.0059	1.0008	4	4	2	17	n09399592_90080.JPEG	imagenet	166.0059	167.0067	1	1.2641
175.9976	1.0008	4	4	2	18	n01796340_19749.JPEG	rep_imagenet	175.9976	176.9984	1	1.1201
186.0060	1.0008	4	4	2	19	COCO_train2014_000000560396.jpg	coco	186.0060	187.0068	1	1.3679
195.9977	1.0008	4	4	2	20	COCO_train2014_000000211138.jpg	coco	195.9977	196.9986	1	1.5678
206.0061	1.0008	4	4	2	21	n04423845_13920.JPEG	imagenet	206.0061	207.0069	1	1.2956
215.9978	1.0008	4	4	2	22	n07718747_11173.JPEG	imagenet	215.9978	216.9987	1	1.2715
226.0063	1.0008	4	4	2	23	n04044716_8781.JPEG	imagenet	226.0063	227.0071	1	1.2714
235.9979	1.0009	4	4	2	24	n03786901_7792.JPEG	imagenet	235.9979	236.9988	2	1.4953
246.0063	1.0008	4	4	2	25	n02169497_8053.JPEG	imagenet	246.0063	247.0072	1	1.1512
255.9981	1.0008	4	4	2	26	n04070727_5531.JPEG	imagenet	255.9981	256.9989	2	1.3991
266.0064	1.0008	4	4	2	27	COCO_train2014_000000072715.jpg	coco	266.0064	267.0073	1	1.2949
275.9982	1.0008	4	4	2	28	sushibar10.jpg	scenes	275.9982	276.9990	1	1.2388
286.0066	1.0008	4	4	2	29	n03929660_22386.JPEG	imagenet	286.0066	287.0074	2	1.4227
295.9983	1.0008	4	4	2	30	castle2.jpg	scenes	295.9983	296.9991	1	1.3586
306.0066	1.0008	4	4	2	31	COCO_train2014_000000455020.jpg	coco	306.0066	307.0075	2	1.3105
315.9984	1.0009	4	4	2	32	n02981792_10684.JPEG	imagenet	315.9984	316.9992	2	1.3825
326.0067	1.0009	4	4	2	33	COCO_train2014_000000202805.jpg	coco	326.0067	327.0076	2	1.3823
335.9985	1.0008	4	4	2	34	n02102480_11314.JPEG	imagenet	335.9985	336.9993	1	1.3101
346.0069	1.0008	4	4	2	35	ISS3.jpg	scenes	346.0069	347.0077	1	1.2620
355.9986	1.0009	4	4	2	36	COCO_train2014_000000417700.jpg	coco	355.9986	356.9994	1	1.2459
366.0070	1.0008	4	4	2	37	n03676483_6920.JPEG	imagenet	366.0070	367.0078	1	1.5977
