onset	duration	Subj	Sess	Run	Trial	ImgName	ImgType	StimOn(s)	StimOff(s)	Response	RT	stim_file
6.0332	0.9674	4	4	6	1	n04344873_8289.JPEG	imagenet	6.0332	7.0007	2	1.3079	n04344873_8289.JPEG
16.0089	1.0005	4	4	6	2	banquetHall2.jpg	rep_scenes	16.0089	17.0094	2	1.2864	banquetHall2.jpg
26.0002	1.0008	4	4	6	3	n02086079_1227.JPEG	imagenet	26.0002	27.0010	1	1.2971	n02086079_1227.JPEG
36.0086	1.0008	4	4	6	4	COCO_train2014_000000383508.jpg	coco	36.0086	37.0094	1	1.3126	COCO_train2014_000000383508.jpg
46.0003	1.0009	4	4	6	5	n04599235_3808.JPEG	imagenet	46.0003	47.0011	2	1.2971	n04599235_3808.JPEG
56.0087	1.0008	4	4	6	6	n07892512_17445.JPEG	imagenet	56.0087	57.0095	1	1.4249	n07892512_17445.JPEG
66.0004	1.0008	4	4	6	7	lake6.jpg	scenes	66.0004	67.0012	1	1.2487	lake6.jpg
76.0088	1.0008	4	4	6	8	playground7.jpg	scenes	76.0088	77.0096	2	1.1846	playground7.jpg
86.0005	1.0008	4	4	6	9	COCO_train2014_000000283426.jpg	coco	86.0005	87.0013	3	1.1605	COCO_train2014_000000283426.jpg
96.0089	1.0008	4	4	6	10	COCO_train2014_000000197401.jpg	coco	96.0089	97.0097	1	1.2640	COCO_train2014_000000197401.jpg
106.0006	1.0008	4	4	6	11	COCO_train2014_000000071502.jpg	coco	106.0006	107.0015	1	1.2644	COCO_train2014_000000071502.jpg
116.0091	1.0008	4	4	6	12	mallindoor6.jpg	scenes	116.0091	117.0099	2	1.3282	mallindoor6.jpg
126.0007	1.0008	4	4	6	13	COCO_train2014_000000480601.jpg	coco	126.0007	127.0016	2	1.2561	COCO_train2014_000000480601.jpg
136.0091	1.0008	4	4	6	14	n02025239_919.JPEG	imagenet	136.0091	137.0100	1	1.2799	n02025239_919.JPEG
146.0008	1.0008	4	4	6	15	COCO_train2014_000000043815.jpg	coco	146.0008	147.0017	2	1.3038	COCO_train2014_000000043815.jpg
156.0093	1.0008	4	4	6	16	artStudio3.jpg	scenes	156.0093	157.0101	1	1.3437	artStudio3.jpg
166.0009	1.0009	4	4	6	17	n03016953_18457.JPEG	imagenet	166.0009	167.0018	2	1.2795	n03016953_18457.JPEG
176.0094	1.0008	4	4	6	18	n02106030_7824.JPEG	imagenet	176.0094	177.0102	1	1.2954	n02106030_7824.JPEG
186.0011	1.0008	4	4	6	19	n03126707_15509.JPEG	imagenet	186.0011	187.0019	2	1.3833	n03126707_15509.JPEG
196.0095	1.0008	4	4	6	20	COCO_train2014_000000563961.jpg	coco	196.0095	197.0103	2	1.2872	COCO_train2014_000000563961.jpg
206.0012	1.0009	4	4	6	21	n02879718_9103.JPEG	imagenet	206.0012	207.0020	3	1.4231	n02879718_9103.JPEG
216.0096	1.0008	4	4	6	22	n02101556_5312.JPEG	imagenet	216.0096	217.0104	1	1.3029	n02101556_5312.JPEG
226.0013	1.0008	4	4	6	23	COCO_train2014_000000354897.jpg	coco	226.0013	227.0021	1	1.2228	COCO_train2014_000000354897.jpg
236.0097	1.0008	4	4	6	24	alley2.jpg	scenes	236.0097	237.0105	1	1.2867	alley2.jpg
246.0014	1.0008	4	4	6	25	COCO_train2014_000000305685.jpg	coco	246.0014	247.0022	2	1.3025	COCO_train2014_000000305685.jpg
256.0098	1.0008	4	4	6	26	n01968897_7201.JPEG	imagenet	256.0098	257.0106	1	1.2704	n01968897_7201.JPEG
266.0016	1.0008	4	4	6	27	n04346328_21908.JPEG	imagenet	266.0016	267.0024	3	1.5423	n04346328_21908.JPEG
276.0099	1.0008	4	4	6	28	pavilion2.jpg	scenes	276.0099	277.0108	2	1.4062	pavilion2.jpg
286.0017	1.0008	4	4	6	29	COCO_train2014_000000556748.jpg	coco	286.0017	287.0025	2	1.1741	COCO_train2014_000000556748.jpg
296.0101	1.0008	4	4	6	30	n02090379_2126.JPEG	imagenet	296.0101	297.0108	1	1.2540	n02090379_2126.JPEG
306.0017	1.0009	4	4	6	31	COCO_train2014_000000503643.jpg	coco	306.0017	307.0026	1	1.3018	COCO_train2014_000000503643.jpg
316.0101	0.9845	4	4	6	32	n02277742_15647.JPEG	rep_imagenet	316.0101	316.9946	1	1.2858	n02277742_15647.JPEG
326.0018	1.0008	4	4	6	33	COCO_train2014_000000323153.jpg	coco	326.0018	327.0027	2	1.2137	COCO_train2014_000000323153.jpg
336.0103	0.9843	4	4	6	34	COCO_train2014_000000337479.jpg	coco	336.0103	336.9945	1	1.2615	COCO_train2014_000000337479.jpg
346.0019	1.0009	4	4	6	35	trainStation1.jpg	scenes	346.0019	347.0028	1	1.2454	trainStation1.jpg
356.0104	0.9841	4	4	6	36	n02504013_1512.JPEG	imagenet	356.0104	356.9945	1	1.3012	n02504013_1512.JPEG
366.0021	1.0008	4	4	6	37	COCO_train2014_000000159680.jpg	coco	366.0021	367.0029	2	1.5092	COCO_train2014_000000159680.jpg
