onset	duration	Subj	Sess	Run	Trial	ImgName	ImgType	StimOn(s)	StimOff(s)	Response	RT	stim_file
6.0347	0.9674	3	11	9	1	COCO_train2014_000000520422.jpg	coco	6.0347	7.0021	1	1.7300	COCO_train2014_000000520422.jpg
16.0118	0.9990	3	11	9	2	COCO_train2014_000000079338.jpg	coco	16.0118	17.0108	2	1.6222	COCO_train2014_000000079338.jpg
26.0016	1.0008	3	11	9	3	COCO_train2014_000000334958.jpg	coco	26.0016	27.0025	2	1.7285	COCO_train2014_000000334958.jpg
36.0101	1.0008	3	11	9	4	n03404251_22739.JPEG	imagenet	36.0101	37.0109	2	1.6806	n03404251_22739.JPEG
46.0018	1.0008	3	11	9	5	COCO_train2014_000000385864.jpg	coco	46.0018	47.0026	2	1.7527	COCO_train2014_000000385864.jpg
56.0102	1.0008	3	11	9	6	n02443484_3544.JPEG	imagenet	56.0102	57.0110	1	1.7126	n02443484_3544.JPEG
66.0019	1.0008	3	11	9	7	n03000247_27870.JPEG	imagenet	66.0019	67.0027	1	3.1843	n03000247_27870.JPEG
76.0103	0.9844	3	11	9	8	n03478589_2647.JPEG	imagenet	76.0103	76.9947	2	3.4563	n03478589_2647.JPEG
86.0020	1.0008	3	11	9	9	n04532106_6977.JPEG	imagenet	86.0020	87.0028	2	2.6082	n04532106_6977.JPEG
96.0104	0.9841	3	11	9	10	COCO_train2014_000000111573.jpg	coco	96.0104	96.9945	1	2.4801	COCO_train2014_000000111573.jpg
106.0021	1.0008	3	11	9	11	n02134084_22997.JPEG	imagenet	106.0021	107.0029	1	1.9999	n02134084_22997.JPEG
116.0105	0.9841	3	11	9	12	desertvegetation3.jpg	rep_scenes	116.0105	116.9946	1	3.5598	desertvegetation3.jpg
126.0022	1.0008	3	11	9	13	n11879895_2208.JPEG	rep_imagenet	126.0022	127.0030	1	1.8557	n11879895_2208.JPEG
136.0106	0.9841	3	11	9	14	COCO_train2014_000000298395.jpg	coco	136.0106	136.9947	3	1.7276	COCO_train2014_000000298395.jpg
146.0023	1.0008	3	11	9	15	hometheater6.jpg	scenes	146.0023	147.0031	1	1.9432	hometheater6.jpg
156.0107	0.9841	3	11	9	16	n03764736_10260.JPEG	imagenet	156.0107	156.9948	2	1.8393	n03764736_10260.JPEG
166.0024	1.0009	3	11	9	17	COCO_train2014_000000184822.jpg	coco	166.0024	167.0032	2	1.7992	COCO_train2014_000000184822.jpg
176.0108	0.9848	3	11	9	18	mallindoor6.jpg	scenes	176.0108	176.9957	2	1.7831	mallindoor6.jpg
186.0026	1.0008	3	11	9	19	rainforest6.jpg	scenes	186.0026	187.0034	1	2.0469	rainforest6.jpg
196.0110	0.9848	3	11	9	20	n04398044_33474.JPEG	imagenet	196.0110	196.9957	1	1.7029	n04398044_33474.JPEG
206.0027	1.0008	3	11	9	21	checkoutcounter5.jpg	scenes	206.0027	207.0035	3	1.9987	checkoutcounter5.jpg
216.0111	0.9846	3	11	9	22	exerciseequipment5.jpg	scenes	216.0111	216.9956	2	1.7346	exerciseequipment5.jpg
226.0027	1.0008	3	11	9	23	COCO_train2014_000000349363.jpg	coco	226.0027	227.0036	3	2.0384	COCO_train2014_000000349363.jpg
236.0112	0.9843	3	11	9	24	COCO_train2014_000000437967.jpg	coco	236.0112	236.9955	1	2.0703	COCO_train2014_000000437967.jpg
246.0029	1.0008	3	11	9	25	COCO_train2014_000000571499.jpg	coco	246.0029	247.0037	2	2.1661	COCO_train2014_000000571499.jpg
256.0113	0.9844	3	11	9	26	COCO_train2014_000000544926.jpg	coco	256.0113	256.9957	2	2.5262	COCO_train2014_000000544926.jpg
266.0030	1.0008	3	11	9	27	COCO_train2014_000000291280.jpg	coco	266.0030	267.0038	2	1.8940	COCO_train2014_000000291280.jpg
276.0114	0.9842	3	11	9	28	n02112018_4088.JPEG	imagenet	276.0114	276.9956	1	1.4300	n02112018_4088.JPEG
286.0031	1.0008	3	11	9	29	n01697457_588.JPEG	imagenet	286.0031	287.0039	1	3.1257	n01697457_588.JPEG
296.0115	0.9841	3	11	9	30	n02127052_7986.JPEG	imagenet	296.0115	296.9956	1	1.6937	n02127052_7986.JPEG
306.0032	1.0008	3	11	9	31	COCO_train2014_000000410966.jpg	coco	306.0032	307.0040	2	1.8376	COCO_train2014_000000410966.jpg
316.0116	0.9841	3	11	9	32	tenniscourt5.jpg	scenes	316.0116	316.9957	2	2.1974	tenniscourt5.jpg
326.0033	1.0008	3	11	9	33	n02113624_174.JPEG	imagenet	326.0033	327.0041	1	1.6454	n02113624_174.JPEG
336.0117	0.9841	3	11	9	34	horsebarn8.jpg	scenes	336.0117	336.9958	1	2.3972	horsebarn8.jpg
346.0034	1.0008	3	11	9	35	n04542943_7062.JPEG	imagenet	346.0034	347.0042	2	2.1731	n04542943_7062.JPEG
356.0118	0.9841	3	11	9	36	COCO_train2014_000000218302.jpg	coco	356.0118	356.9959	1	1.7411	COCO_train2014_000000218302.jpg
366.0035	1.0008	3	11	9	37	n07716358_40372.JPEG	imagenet	366.0035	367.0043	1	1.5969	n07716358_40372.JPEG
