onset	duration	Subj	Sess	Run	Trial	ImgName	ImgType	StimOn(s)	StimOff(s)	Response	RT
6.0271	0.9675	4	9	5	1	balconyOUT5.jpg	scenes	6.0271	6.9945	1	1.2179
16.0024	1.0009	4	9	5	2	hospitalroom3.jpg	scenes	16.0024	17.0033	2	1.2868
26.0108	0.9841	4	9	5	3	n02112018_4088.JPEG	imagenet	26.0108	26.9948	1	1.2890
36.0024	1.0008	4	9	5	4	n02423022_2032.JPEG	imagenet	36.0024	37.0033	1	1.3373
46.0109	0.9848	4	9	5	5	n03179701_40133.JPEG	imagenet	46.0109	46.9957	2	1.3212
56.0026	1.0008	4	9	5	6	COCO_train2014_000000572215.jpg	coco	56.0026	57.0034	3	1.3613
66.0110	0.9841	4	9	5	7	n03759954_21427.JPEG	imagenet	66.0110	66.9950	2	1.3126
76.0027	1.0008	4	9	5	8	tollbooth8.jpg	scenes	76.0027	77.0035	2	1.2728
86.0111	0.9841	4	9	5	9	n02672831_2255.JPEG	imagenet	86.0111	86.9952	2	1.2887
96.0028	1.0008	4	9	5	10	COCO_train2014_000000326712.jpg	coco	96.0028	97.0036	2	1.2726
106.0112	0.9845	4	9	5	11	n01843383_8221.JPEG	imagenet	106.0112	106.9957	1	1.2404
116.0029	1.0008	4	9	5	12	COCO_train2014_000000335824.jpg	coco	116.0029	117.0037	2	1.2163
126.0113	0.9844	4	9	5	13	COCO_train2014_000000142958.jpg	coco	126.0113	126.9957	2	1.2324
136.0030	1.0009	4	9	5	14	COCO_train2014_000000033727.jpg	coco	136.0030	137.0038	1	1.2401
146.0114	0.9843	4	9	5	15	COCO_train2014_000000199126.jpg	coco	146.0114	146.9957	2	1.2240
156.0031	1.0008	4	9	5	16	COCO_train2014_000000525790.jpg	coco	156.0031	157.0039	2	1.3199
166.0115	0.9841	4	9	5	17	cabana2.jpg	rep_scenes	166.0115	166.9956	1	1.2557
176.0032	1.0008	4	9	5	18	COCO_train2014_000000556491.jpg	coco	176.0032	177.0040	2	1.2396
186.0117	0.9841	4	9	5	19	sushibar8.jpg	scenes	186.0117	186.9958	2	1.4316
196.0033	1.0008	4	9	5	20	churchInside4.jpg	scenes	196.0033	197.0042	2	1.3913
206.0118	0.9841	4	9	5	21	COCO_train2014_000000551164.jpg	coco	206.0118	206.9959	2	1.3033
216.0042	1.0001	4	9	5	22	hayfield5.jpg	scenes	216.0042	217.0043	1	1.2311
226.0119	0.9841	4	9	5	23	COCO_train2014_000000445323.jpg	coco	226.0119	226.9960	3	1.5750
236.0041	1.0002	4	9	5	24	n02483362_24921.JPEG	imagenet	236.0041	237.0044	1	1.2868
246.0120	0.9841	4	9	5	25	n04487394_11206.JPEG	imagenet	246.0120	246.9961	2	1.2947
256.0043	1.0002	4	9	5	26	n04040759_5145.JPEG	rep_imagenet	256.0043	257.0045	2	1.4306
265.9951	1.0010	4	9	5	27	n02325366_10969.JPEG	imagenet	265.9951	266.9962	1	1.2945
276.0043	1.0003	4	9	5	28	n02100735_1814.JPEG	imagenet	276.0043	277.0046	1	1.2384
285.9952	1.0011	4	9	5	29	COCO_train2014_000000278962.jpg	coco	285.9952	286.9963	2	1.3023
296.0039	1.0008	4	9	5	30	COCO_train2014_000000167346.jpg	coco	296.0039	297.0047	2	1.3021
305.9953	1.0011	4	9	5	31	n01580077_8319.JPEG	imagenet	305.9953	306.9964	1	1.2781
316.0042	1.0006	4	9	5	32	COCO_train2014_000000254481.jpg	coco	316.0042	317.0048	2	1.2939
325.9958	1.0007	4	9	5	33	n04542943_728.JPEG	imagenet	325.9958	326.9965	2	1.4618
336.0043	1.0006	4	9	5	34	COCO_train2014_000000568495.jpg	coco	336.0043	337.0049	2	1.2936
345.9958	1.0008	4	9	5	35	n02113799_6304.JPEG	imagenet	345.9958	346.9966	1	1.2775
356.0044	1.0006	4	9	5	36	n04389033_5669.JPEG	imagenet	356.0044	357.0050	3	1.1654
365.9960	1.0007	4	9	5	37	soccerfield2.jpg	scenes	365.9960	366.9967	2	1.2853
