onset	duration	TR	Trial	StimOn	StimOff	cond	image	1back	Response	RT	Accuracy
12.0281	0.7670	6.014050	1	12.028101	12.795102	Scene	135.jpg	1	0	0.000000	correct rejection
13.0123	0.7837	6.506126	2	13.012252	13.795918	Scene	069.jpg	1	0	0.000000	correct rejection
14.0130	0.7837	7.006508	3	14.013016	14.796678	Scene	017.jpg	1	0	0.000000	correct rejection
14.9971	0.8004	7.498568	4	14.997136	15.797538	Scene	080.jpg	1	0	0.000000	correct rejection
15.9980	0.8004	7.998980	5	15.997959	16.798361	Scene	107.jpg	1	0	0.000000	correct rejection
16.9992	0.8000	8.499603	6	16.999206	17.799202	Scene	079.jpg	1	0	0.000000	correct rejection
17.9997	0.8004	8.999828	7	17.999655	18.800043	Scene	007.jpg	1	0	0.000000	correct rejection
19.0005	0.8004	9.500243	8	19.000486	19.800872	Scene	025.jpg	1	0	0.000000	correct rejection
20.0013	0.8004	10.000659	9	20.001319	20.801721	Scene	025.jpg	2	1	669.514179	hit              
21.0022	0.8004	10.501089	10	21.002177	21.802566	Scene	066.jpg	1	0	0.000000	correct rejection
22.0030	0.8004	11.001499	11	22.002998	22.803415	Scene	108.jpg	1	0	0.000000	correct rejection
23.0038	0.8004	11.501919	12	23.003837	23.804243	Scene	033.jpg	1	0	0.000000	correct rejection
24.0047	0.8004	12.002365	13	24.004731	24.805086	Scene	132.jpg	1	0	0.000000	correct rejection
25.0056	0.8003	12.502797	14	25.005595	25.805911	Scene	090.JPG	1	0	0.000000	correct rejection
26.0064	0.8004	13.003188	15	26.006375	26.806750	Scene	014.jpg	1	0	0.000000	correct rejection
27.0072	0.8004	13.503612	16	27.007223	27.807600	Scene	014.jpg	2	1	511.549950	hit              
28.0083	6.0000	14.004129	fix	28.008258	0.000000	fix	fix	fix	fix	fix	n/a
34.0295	0.7673	17.014753	17	34.029505	34.796798	WkObject	trunk.jpg	1	0	0.000000	correct rejection
34.9973	0.8004	17.498631	18	34.997263	35.797660	WkObject	razor.jpg	1	0	0.000000	correct rejection
35.9981	0.8004	17.999059	19	35.998118	36.798485	WkObject	bench.jpg	1	0	0.000000	correct rejection
36.9989	0.8004	18.499467	20	36.998934	37.799331	WkObject	camera.jpg	1	0	0.000000	correct rejection
37.9998	0.8004	18.999884	21	37.999768	38.800156	WkObject	cooler.jpg	1	0	0.000000	correct rejection
39.0006	0.8004	19.500299	22	39.000599	39.801004	WkObject	coffee.jpg	1	0	0.000000	correct rejection
40.0015	0.8004	20.000746	23	40.001492	40.801846	WkObject	coffee.jpg	2	1	557.089090	hit              
41.0023	0.8004	20.501160	24	41.002320	41.802699	WkObject	fan.jpg	1	0	0.000000	correct rejection
42.0032	0.8003	21.001587	25	42.003174	42.803515	WkObject	branch02.jpg	1	0	0.000000	correct rejection
43.0040	0.8004	21.501989	26	43.003979	43.804360	WkObject	folding_chair.jpg	1	0	0.000000	correct rejection
44.0048	0.8004	22.002411	27	44.004823	44.805198	WkObject	rubik-original.jpg	1	0	0.000000	correct rejection
45.0057	0.8004	22.502833	28	45.005666	45.806026	WkObject	brass_bell.jpg	1	0	0.000000	correct rejection
46.0065	0.8003	23.003252	29	46.006504	46.806852	WkObject	brass_bell.jpg	2	1	440.140963	hit              
47.0074	0.8003	23.503694	30	47.007388	47.807736	WkObject	spraybottle01.jpg	1	0	0.000000	correct rejection
48.0084	0.8002	24.004190	31	48.008380	48.808579	WkObject	sattelitedish.jpg	1	0	0.000000	correct rejection
49.0093	0.8002	24.504634	32	49.009269	49.809422	WkObject	lamp.jpg	1	0	0.000000	correct rejection
50.0100	6.0000	25.005016	fix	50.010032	0.000000	fix	fix	fix	fix	fix	n/a
56.0313	0.7673	28.015648	33	56.031297	56.798604	Scrambled	scambled_sun_aghsutguqpsbxebg.jpg	1	0	0.000000	correct rejection
56.9991	0.8004	28.499529	34	56.999058	57.799429	Scrambled	scambled_sun_aghsutguqpsbxebg.jpg	2	1	551.368952	hit              
57.9999	0.8004	28.999944	35	57.999888	58.800276	Scrambled	scambled_house (32).jpg	1	0	0.000000	correct rejection
59.0008	0.8004	29.500383	36	59.000765	59.801117	Scrambled	scambled_sun_bhacgmcdgrgtyplg.jpg	1	0	0.000000	correct rejection
60.0016	0.8004	30.000776	37	60.001552	60.801982	Scrambled	scambled_sun_bhacgmcdgrgtyplg.jpg	2	1	484.833956	hit              
61.0024	0.8004	30.501207	38	61.002413	61.802774	Scrambled	scambled_sun_acfzwujvudexaklv.jpg	1	0	0.000000	correct rejection
62.0033	0.8004	31.001641	39	62.003282	62.803639	Scrambled	scambled_Model_bedroom1.jpg	1	0	0.000000	correct rejection
63.0041	0.8004	31.502045	40	63.004089	63.804478	Scrambled	scambled_gym.jpg	1	0	0.000000	correct rejection
64.0049	0.8003	32.002470	41	64.004939	64.805289	Scrambled	scambled_Echo_Bedroom.jpg	1	0	0.000000	correct rejection
65.0057	0.8004	32.502872	42	65.005745	65.806173	Scrambled	scambled_sun_aczmgnjjiykpqyts.jpg	1	0	0.000000	correct rejection
66.0084	0.7987	33.004179	43	66.008358	66.807034	Scrambled	scambled_theater.jpg	1	0	0.000000	correct rejection
67.0090	0.7988	33.504490	44	67.008981	67.807801	Scrambled	scambled_may 20th 2011 002.JPG	1	0	0.000000	correct rejection
68.0083	0.8003	34.004173	45	68.008345	68.808655	Scrambled	scambled_Kitchen NW.JPG	1	0	0.000000	correct rejection
69.0092	0.8003	34.504597	46	69.009194	69.809480	Scrambled	scambled_clothingStore.jpg	1	0	0.000000	correct rejection
70.0100	0.7837	35.005013	47	70.010025	70.793681	Scrambled	scambled_house (33).jpg	1	0	0.000000	correct rejection
71.0109	0.7836	35.505439	48	71.010878	71.794487	Scrambled	scambled_contemporary-home-offices.jpg	1	0	0.000000	correct rejection
71.9951	6.0000	35.997529	fix	71.995057	0.000000	fix	fix	fix	fix	fix	n/a
78.0167	0.7836	39.008370	49	78.016739	78.800359	Scene	015.jpg	1	0	0.000000	correct rejection
79.0008	0.8004	39.500395	50	79.000790	79.801199	Scene	089.jpg	1	0	0.000000	correct rejection
80.0017	0.8004	40.000826	51	80.001653	80.802037	Scene	040.jpg	1	0	0.000000	correct rejection
81.0025	0.8004	40.501243	52	81.002485	81.802882	Scene	098.jpg	1	0	0.000000	correct rejection
82.0034	0.8004	41.001682	53	82.003364	82.803755	Scene	010.jpg	1	0	0.000000	correct rejection
83.0042	0.8004	41.502080	54	83.004160	83.804559	Scene	065.jpg	1	0	0.000000	correct rejection
84.0051	0.8003	42.002530	55	84.005060	84.805400	Scene	027.jpg	1	0	0.000000	correct rejection
85.0059	0.8004	42.502926	56	85.005851	85.806271	Scene	027.jpg	2	1	424.232960	hit              
86.0067	0.8004	43.003352	57	86.006704	86.807072	Scene	058.jpg	1	0	0.000000	correct rejection
87.0075	0.8004	43.503770	58	87.007539	87.807908	Scene	134.jpg	1	0	0.000000	correct rejection
88.0086	0.8001	44.004312	59	88.008624	88.808753	Scene	134.jpg	2	1	437.397003	hit              
89.0095	0.8002	44.504738	60	89.009476	89.809626	Scene	011.jpg	1	0	0.000000	correct rejection
90.0101	0.7836	45.005073	61	90.010146	90.793753	Scene	002.jpg	1	0	0.000000	correct rejection
