onset	duration	Subj	Sess	Run	Trial	ImgName	ImgType	StimOn(s)	StimOff(s)	Response	RT
6.0398	0.9678	1	6	7	1	COCO_train2014_000000281330.jpg	coco	6.0398	7.0076	2	1.7722
16.0151	0.9841	1	6	7	2	COCO_train2014_000000515508.jpg	coco	16.0151	16.9993	2	1.0045
26.0067	1.0009	1	6	7	3	COCO_train2014_000000087871.jpg	coco	26.0067	27.0076	2	6.4317
35.9985	1.0008	1	6	7	4	COCO_train2014_000000312003.jpg	rep_coco	35.9985	36.9993	3	3.4875
46.0069	1.0008	1	6	7	5	COCO_train2014_000000234903.jpg	coco	46.0069	47.0077	3	1.5434
55.9986	1.0008	1	6	7	6	COCO_train2014_000000077851.jpg	coco	55.9986	56.9994	2	5.0475
66.0069	1.0008	1	6	7	7	COCO_train2014_000000355622.jpg	coco	66.0069	67.0078	2	2.6874
75.9987	1.0008	1	6	7	8	n03443371_2881.JPEG	imagenet	75.9987	76.9995	1	1.6713
86.0072	1.0007	1	6	7	9	dollhouse1.jpg	scenes	86.0072	87.0079	1	1.7509
95.9988	1.0008	1	6	7	10	COCO_train2014_000000296225.jpg	coco	95.9988	96.9996	1	1.3431
106.0072	1.0008	1	6	7	11	n02058221_2070.JPEG	imagenet	106.0072	107.0080	1	1.7830
115.9989	1.0008	1	6	7	12	COCO_train2014_000000245590.jpg	coco	115.9989	116.9997	1	2.3908
126.0091	0.9990	1	6	7	13	COCO_train2014_000000043776.jpg	coco	126.0091	127.0081	2	1.2548
135.9990	1.0009	1	6	7	14	n02088632_2841.JPEG	imagenet	135.9990	136.9998	1	1.1426
146.0090	0.9992	1	6	7	15	n07745940_2237.JPEG	imagenet	146.0090	147.0082	1	1.4386
155.9991	1.0008	1	6	7	16	alley1.jpg	scenes	155.9991	156.9999	3	1.6863
166.0075	1.0008	1	6	7	17	COCO_train2014_000000543947.jpg	coco	166.0075	167.0083	2	2.0381
175.9992	1.0008	1	6	7	18	n02978881_11992.JPEG	imagenet	175.9992	177.0000	3	2.7900
186.0092	0.9992	1	6	7	19	COCO_train2014_000000262239.jpg	coco	186.0092	187.0084	1	2.8459
195.9993	1.0008	1	6	7	20	COCO_train2014_000000403184.jpg	coco	195.9993	197.0001	1	1.2939
206.0090	0.9995	1	6	7	21	n03026506_1084.JPEG	imagenet	206.0090	207.0085	1	4.2376
215.9994	1.0008	1	6	7	22	photographer_studio2.jpg	scenes	215.9994	217.0002	2	1.8856
226.0087	0.9999	1	6	7	23	n01675722_4844.JPEG	imagenet	226.0087	227.0086	1	1.3655
235.9995	1.0009	1	6	7	24	n03445924_19842.JPEG	imagenet	235.9995	237.0003	2	1.9654
246.0090	0.9998	1	6	7	25	COCO_train2014_000000106498.jpg	coco	246.0090	247.0087	2	1.6532
255.9996	1.0008	1	6	7	26	COCO_train2014_000000491611.jpg	coco	255.9996	257.0004	1	1.3332
266.0080	1.0008	1	6	7	27	n03786901_7792.JPEG	imagenet	266.0080	267.0088	2	2.0449
275.9997	1.0008	1	6	7	28	COCO_train2014_000000052348.jpg	coco	275.9997	277.0006	3	4.1647
286.0086	1.0004	1	6	7	29	homeoffice9.jpg	rep_scenes	286.0086	287.0089	1	3.2367
295.9999	1.0008	1	6	7	30	n02018795_7636.JPEG	imagenet	295.9999	297.0007	1	4.6205
306.0088	1.0003	1	6	7	31	dancestudio5.jpg	scenes	306.0088	307.0091	2	3.3164
315.9999	1.0008	1	6	7	32	aquarium2.jpg	scenes	315.9999	317.0008	1	1.2845
326.0091	1.0001	1	6	7	33	n07717410_8699.JPEG	imagenet	326.0091	327.0092	1	3.2283
336.0000	1.0009	1	6	7	34	ATM4.jpg	scenes	336.0000	337.0009	3	3.2522
346.0087	1.0006	1	6	7	35	n01592084_5227.JPEG	imagenet	346.0087	347.0093	1	1.4440
356.0002	1.0008	1	6	7	36	fabricstore2.jpg	scenes	356.0002	357.0010	2	5.1879
366.0087	1.0007	1	6	7	37	n03196217_993.JPEG	imagenet	366.0087	367.0094	3	4.5798
