onset	duration	Subj	Sess	Run	Trial	ImgName	ImgType	StimOn(s)	StimOff(s)	Response	RT
6.0287	0.9674	1	6	3	1	n02099601_8268.JPEG	imagenet	6.0287	6.9961	1	1.3831
16.0040	1.0008	1	6	3	2	n03792782_5959.JPEG	imagenet	16.0040	17.0048	2	2.3740
26.0123	0.9841	1	6	3	3	doctor3.jpg	scenes	26.0123	26.9964	3	2.1762
36.0040	1.0008	1	6	3	4	auto_showroom4.jpg	scenes	36.0040	37.0048	3	2.0879
45.9954	1.0011	1	6	3	5	n02791270_12058.JPEG	imagenet	45.9954	46.9965	2	2.1124
56.0041	1.0008	1	6	3	6	hospitalroom2.jpg	scenes	56.0041	57.0049	2	4.9283
65.9955	1.0011	1	6	3	7	COCO_train2014_000000093816.jpg	coco	65.9955	66.9966	1	1.1843
76.0042	1.0008	1	6	3	8	COCO_train2014_000000537687.jpg	coco	76.0042	77.0050	2	4.0401
85.9956	1.0011	1	6	3	9	COCO_train2014_000000376643.jpg	rep_coco	85.9956	86.9967	1	1.5760
96.0043	1.0008	1	6	3	10	COCO_train2014_000000451976.jpg	coco	96.0043	97.0051	1	1.7119
105.9957	1.0011	1	6	3	11	harbor7.jpg	scenes	105.9957	106.9968	3	2.4877
116.0044	1.0008	1	6	3	12	n03935335_617.JPEG	imagenet	116.0044	117.0052	2	6.0475
125.9958	1.0011	1	6	3	13	COCO_train2014_000000226527.jpg	coco	125.9958	126.9969	1	1.3276
136.0045	1.0008	1	6	3	14	COCO_train2014_000000210751.jpg	coco	136.0045	137.0053	2	2.6793
145.9963	1.0007	1	6	3	15	COCO_train2014_000000289460.jpg	coco	145.9963	146.9970	2	4.3751
156.0045	1.0009	1	6	3	16	COCO_train2014_000000108859.jpg	coco	156.0045	157.0054	2	4.8070
165.9966	1.0005	1	6	3	17	icecream4.jpg	scenes	165.9966	166.9971	1	2.7189
176.0047	1.0009	1	6	3	18	n04326547_12861.JPEG	imagenet	176.0047	177.0055	3	4.3268
185.9967	1.0006	1	6	3	19	COCO_train2014_000000429887.jpg	coco	185.9967	186.9972	1	2.4387
196.0048	1.0008	1	6	3	20	COCO_train2014_000000107197.jpg	coco	196.0048	197.0056	2	2.5266
205.9968	1.0005	1	6	3	21	n03782006_1286.JPEG	imagenet	205.9968	206.9973	2	7.6144
216.0049	1.0008	1	6	3	22	COCO_train2014_000000556154.jpg	coco	216.0049	217.0057	3	4.8463
225.9966	1.0009	1	6	3	23	COCO_train2014_000000540577.jpg	coco	225.9966	226.9974	2	2.0462
236.0050	1.0008	1	6	3	24	n02087046_3741.JPEG	imagenet	236.0050	237.0058	1	2.0621
245.9967	1.0008	1	6	3	25	COCO_train2014_000000116603.jpg	rep_coco	245.9967	246.9976	2	2.7499
256.0051	1.0008	1	6	3	26	n03717622_3067.JPEG	imagenet	256.0051	257.0059	2	1.7578
265.9968	1.0008	1	6	3	27	COCO_train2014_000000149810.jpg	coco	265.9968	266.9976	2	1.3818
276.0052	1.0008	1	6	3	28	COCO_train2014_000000299180.jpg	coco	276.0052	277.0060	1	1.6136
285.9969	1.0008	1	6	3	29	tenniscourt3.jpg	scenes	285.9969	286.9977	2	1.2936
296.0053	1.0008	1	6	3	30	COCO_train2014_000000147694.jpg	coco	296.0053	297.0061	3	3.3494
305.9970	1.0008	1	6	3	31	n02105162_5214.JPEG	imagenet	305.9970	306.9978	1	1.3253
316.0054	1.0009	1	6	3	32	n02981792_3265.JPEG	imagenet	316.0054	317.0062	2	5.2450
325.9971	1.0009	1	6	3	33	cliff4.jpg	scenes	325.9971	326.9979	1	1.4371
336.0064	0.9999	1	6	3	34	n04487394_6353.JPEG	imagenet	336.0064	337.0063	1	4.2128
345.9972	1.0008	1	6	3	35	COCO_train2014_000000478599.jpg	coco	345.9972	346.9980	2	2.7807
356.0066	0.9998	1	6	3	36	n04270147_7710.JPEG	imagenet	356.0066	357.0064	2	3.9326
365.9973	1.0008	1	6	3	37	n04081281_4167.JPEG	imagenet	365.9973	366.9981	2	3.7165
