onset	duration	Subj	Sess	Run	Trial	ImgName	ImgType	StimOn(s)	StimOff(s)	Response	RT	stim_file
6.0379	0.9675	3	7	7	1	COCO_train2014_000000262414.jpg	coco	6.0379	7.0054	2	1.6726	COCO_train2014_000000262414.jpg
16.0130	0.9841	3	7	7	2	church8.jpg	scenes	16.0130	16.9971	1	2.3360	church8.jpg
26.0046	1.0008	3	7	7	3	COCO_train2014_000000188405.jpg	coco	26.0046	27.0054	2	1.8505	COCO_train2014_000000188405.jpg
35.9963	1.0009	3	7	7	4	n02808304_3656.JPEG	rep_imagenet	35.9963	36.9972	1	2.0424	n02808304_3656.JPEG
46.0048	1.0008	3	7	7	5	COCO_train2014_000000117536.jpg	coco	46.0048	47.0055	1	3.8187	COCO_train2014_000000117536.jpg
55.9964	1.0008	3	7	7	6	COCO_train2014_000000480601.jpg	coco	55.9964	56.9972	1	1.9626	COCO_train2014_000000480601.jpg
66.0057	0.9999	3	7	7	7	forestpath6.jpg	scenes	66.0057	67.0056	1	1.7785	forestpath6.jpg
75.9965	1.0008	3	7	7	8	courthouse1.jpg	scenes	75.9965	76.9973	2	1.9623	courthouse1.jpg
86.0057	1.0000	3	7	7	9	n04540053_8516.JPEG	imagenet	86.0057	87.0057	1	1.8181	n04540053_8516.JPEG
95.9966	1.0008	3	7	7	10	n02788148_754.JPEG	imagenet	95.9966	96.9974	2	1.9460	n02788148_754.JPEG
106.0056	1.0002	3	7	7	11	n02129604_17375.JPEG	imagenet	106.0056	107.0058	1	1.4099	n02129604_17375.JPEG
115.9967	1.0008	3	7	7	12	n04366367_7379.JPEG	imagenet	115.9967	116.9975	1	2.2496	n04366367_7379.JPEG
126.0056	1.0003	3	7	7	13	churchInside2.jpg	scenes	126.0056	127.0059	1	2.3455	churchInside2.jpg
135.9968	1.0008	3	7	7	14	COCO_train2014_000000523164.jpg	coco	135.9968	136.9976	2	2.0974	COCO_train2014_000000523164.jpg
146.0056	1.0004	3	7	7	15	n02110806_11410.JPEG	imagenet	146.0056	147.0060	1	2.2332	n02110806_11410.JPEG
155.9969	1.0008	3	7	7	16	COCO_train2014_000000150559.jpg	coco	155.9969	156.9977	2	2.3451	COCO_train2014_000000150559.jpg
166.0056	1.0005	3	7	7	17	COCO_train2014_000000267697.jpg	coco	166.0056	167.0061	1	2.1210	COCO_train2014_000000267697.jpg
175.9970	1.0008	3	7	7	18	COCO_train2014_000000312003.jpg	rep_coco	175.9970	176.9978	2	2.0648	COCO_train2014_000000312003.jpg
186.0058	1.0004	3	7	7	19	staircase4.jpg	scenes	186.0058	187.0062	1	1.4008	staircase4.jpg
195.9970	1.0009	3	7	7	20	n02091467_4960.JPEG	imagenet	195.9970	196.9979	1	2.0486	n02091467_4960.JPEG
206.0060	1.0003	3	7	7	21	n02641379_15161.JPEG	imagenet	206.0060	207.0063	1	2.0886	n02641379_15161.JPEG
215.9972	1.0008	3	7	7	22	n02895154_28027.JPEG	imagenet	215.9972	216.9980	2	4.1524	n02895154_28027.JPEG
226.0057	1.0007	3	7	7	23	n02825657_3847.JPEG	imagenet	226.0057	227.0064	2	2.7923	n02825657_3847.JPEG
235.9973	1.0008	3	7	7	24	COCO_train2014_000000022256.jpg	coco	235.9973	236.9981	2	2.8242	COCO_train2014_000000022256.jpg
246.0058	1.0007	3	7	7	25	COCO_train2014_000000185262.jpg	coco	246.0058	247.0065	2	2.9520	COCO_train2014_000000185262.jpg
255.9973	1.0009	3	7	7	26	n03297495_7387.JPEG	imagenet	255.9973	256.9982	1	2.1599	n03297495_7387.JPEG
266.0058	1.0008	3	7	7	27	rainforest5.jpg	scenes	266.0058	267.0066	1	2.0477	rainforest5.jpg
275.9974	1.0009	3	7	7	28	n04252077_15202.JPEG	imagenet	275.9974	276.9983	2	2.1357	n04252077_15202.JPEG
286.0059	1.0007	3	7	7	29	COCO_train2014_000000027710.jpg	coco	286.0059	287.0067	1	2.3515	COCO_train2014_000000027710.jpg
295.9976	1.0008	3	7	7	30	n04501370_20404.JPEG	imagenet	295.9976	296.9984	2	2.2234	n04501370_20404.JPEG
306.0059	1.0008	3	7	7	31	COCO_train2014_000000567837.jpg	coco	306.0059	307.0068	2	2.6713	COCO_train2014_000000567837.jpg
315.9977	1.0008	3	7	7	32	n03259280_6950.JPEG	imagenet	315.9977	316.9985	1	2.4952	n03259280_6950.JPEG
326.0060	1.0008	3	7	7	33	n04154565_11349.JPEG	imagenet	326.0060	327.0069	2	1.9031	n04154565_11349.JPEG
335.9978	1.0008	3	7	7	34	COCO_train2014_000000321011.jpg	coco	335.9978	336.9986	2	2.4149	COCO_train2014_000000321011.jpg
346.0061	1.0008	3	7	7	35	COCO_train2014_000000075697.jpg	coco	346.0061	347.0070	2	4.4708	COCO_train2014_000000075697.jpg
355.9979	1.0008	3	7	7	36	ATM1.jpg	scenes	355.9979	356.9987	3	3.3747	ATM1.jpg
366.0062	1.0008	3	7	7	37	COCO_train2014_000000179914.jpg	coco	366.0062	367.0071	1	6.0061	COCO_train2014_000000179914.jpg
