onset	duration	Subj	Sess	Run	Trial	ImgName	ImgType	StimOn(s)	StimOff(s)	Response	RT
6.0318	0.9675	2	12	4	1	n02877765_8666.JPEG	imagenet	6.0318	6.9993	1	1.7716
16.0072	1.0008	2	12	4	2	COCO_train2014_000000357470.jpg	coco	16.0072	17.0080	1	1.5566
25.9988	1.0008	2	12	4	3	fittingroom4.jpg	scenes	25.9988	26.9996	1	1.5512
36.0077	1.0004	2	12	4	4	COCO_train2014_000000125042.jpg	coco	36.0077	37.0081	1	1.8551
45.9990	1.0008	2	12	4	5	n02087394_715.JPEG	imagenet	45.9990	46.9998	1	1.4233
56.0076	1.0006	2	12	4	6	n02002556_6108.JPEG	imagenet	56.0076	57.0082	1	1.4713
65.9991	1.0008	2	12	4	7	n01950731_8536.JPEG	imagenet	65.9991	66.9999	2	1.4310
76.0076	1.0007	2	12	4	8	COCO_train2014_000000355622.jpg	coco	76.0076	77.0083	2	1.9505
85.9992	1.0009	2	12	4	9	COCO_train2014_000000073997.jpg	coco	85.9992	87.0000	2	1.6868
96.0077	1.0008	2	12	4	10	n01689811_9114.JPEG	imagenet	96.0077	97.0085	3	2.0067
105.9994	1.0008	2	12	4	11	n04310018_3250.JPEG	imagenet	105.9994	107.0002	2	1.8862
116.0078	1.0008	2	12	4	12	n07730033_9953.JPEG	imagenet	116.0078	117.0086	1	1.9424
125.9995	1.0008	2	12	4	13	COCO_train2014_000000461428.jpg	coco	125.9995	127.0003	2	1.7263
136.0079	1.0008	2	12	4	14	n02437616_5256.JPEG	imagenet	136.0079	137.0087	2	2.2300
145.9996	1.0008	2	12	4	15	n02033041_3885.JPEG	imagenet	145.9996	147.0004	2	1.5341
156.0081	1.0008	2	12	4	16	COCO_train2014_000000176732.jpg	coco	156.0081	157.0088	2	1.6382
165.9998	1.0008	2	12	4	17	COCO_train2014_000000120987.jpg	coco	165.9998	167.0006	1	1.5659
176.0082	1.0008	2	12	4	18	staircase6.jpg	scenes	176.0082	177.0090	1	1.9258
185.9999	1.0008	2	12	4	19	COCO_train2014_000000449914.jpg	coco	185.9999	187.0007	2	1.5816
196.0083	1.0008	2	12	4	20	cabin5.jpg	scenes	196.0083	197.0091	1	1.6536
206.0000	1.0009	2	12	4	21	COCO_train2014_000000234997.jpg	coco	206.0000	207.0008	2	1.7016
216.0084	1.0008	2	12	4	22	n03478589_2647.JPEG	imagenet	216.0084	217.0093	2	1.5093
226.0001	1.0009	2	12	4	23	track2.jpg	scenes	226.0001	227.0010	1	1.6213
236.0086	1.0008	2	12	4	24	n02168699_1344.JPEG	imagenet	236.0086	237.0094	3	1.7252
246.0003	1.0013	2	12	4	25	pond2.jpg	scenes	246.0003	247.0016	1	1.5009
256.0087	1.0008	2	12	4	26	COCO_train2014_000000546147.jpg	coco	256.0087	257.0095	2	1.6370
266.0004	1.0008	2	12	4	27	n02125311_9205.JPEG	imagenet	266.0004	267.0012	1	1.7328
276.0088	1.0008	2	12	4	28	COCO_train2014_000000182642.jpg	rep_coco	276.0088	277.0096	2	1.8447
286.0006	1.0008	2	12	4	29	COCO_train2014_000000561677.jpg	coco	286.0006	287.0014	2	1.8127
296.0090	1.0008	2	12	4	30	tailor2.jpg	scenes	296.0090	297.0098	2	1.7883
306.0007	1.0008	2	12	4	31	COCO_train2014_000000225383.jpg	coco	306.0007	307.0015	2	1.6845
316.0091	1.0008	2	12	4	32	n04367480_1601.JPEG	rep_imagenet	316.0091	317.0099	1	1.6602
326.0008	1.0008	2	12	4	33	n04461696_3462.JPEG	imagenet	326.0008	327.0016	2	1.7161
336.0092	1.0008	2	12	4	34	pavilion3.jpg	scenes	336.0092	337.0100	1	1.4360
346.0010	1.0008	2	12	4	35	COCO_train2014_000000341033.jpg	coco	346.0010	347.0017	2	1.6361
356.0093	1.0008	2	12	4	36	n02091635_7610.JPEG	imagenet	356.0093	357.0102	1	1.7157
366.0011	1.0008	2	12	4	37	COCO_train2014_000000440792.jpg	coco	366.0011	367.0019	1	1.4116
