onset	duration	Subj	Sess	Run	Trial	ImgName	ImgType	StimOn(s)	StimOff(s)	Response	RT
6.0280	0.9674	4	7	4	1	n01860187_2314.JPEG	imagenet	6.0280	6.9954	1	1.2990
16.0033	1.0008	4	7	4	2	COCO_train2014_000000274685.jpg	coco	16.0033	17.0041	2	1.3283
26.0116	0.9843	4	7	4	3	n03063599_3952.JPEG	imagenet	26.0116	26.9960	2	1.5385
36.0034	1.0008	4	7	4	4	COCO_train2014_000000306249.jpg	coco	36.0034	37.0042	1	1.3065
46.0118	0.9841	4	7	4	5	n02116738_8455.JPEG	imagenet	46.0118	46.9959	1	1.2827
56.0042	1.0002	4	7	4	6	n04557648_12671.JPEG	rep_imagenet	56.0042	57.0043	2	1.2906
66.0119	0.9841	4	7	4	7	boardwalk4.jpg	scenes	66.0119	66.9960	1	1.1385
76.0036	1.0008	4	7	4	8	n02105056_6457.JPEG	imagenet	76.0036	77.0044	1	1.2423
86.0120	0.9841	4	7	4	9	n07932039_10433.JPEG	imagenet	86.0120	86.9962	1	1.2823
96.0038	1.0008	4	7	4	10	COCO_train2014_000000211198.jpg	coco	96.0038	97.0046	2	1.3461
106.0122	0.9841	4	7	4	11	n02107908_1426.JPEG	imagenet	106.0122	106.9963	1	1.3379
116.0039	1.0008	4	7	4	12	COCO_train2014_000000447130.jpg	coco	116.0039	117.0047	2	1.2979
125.9953	1.0011	4	7	4	13	hallway.jpg	scenes	125.9953	126.9964	2	1.2897
136.0047	1.0001	4	7	4	14	COCO_train2014_000000422268.jpg	coco	136.0047	137.0048	1	1.3376
146.0124	0.9841	4	7	4	15	n04336792_8303.JPEG	imagenet	146.0124	146.9966	2	1.3295
156.0041	1.0009	4	7	4	16	homegarage3.jpg	scenes	156.0041	157.0050	2	1.2495
165.9961	1.0006	4	7	4	17	n03018349_3077.JPEG	imagenet	165.9961	166.9967	2	1.2573
176.0046	1.0005	4	7	4	18	n04592741_17849.JPEG	imagenet	176.0046	177.0051	1	1.5931
185.9963	1.0005	4	7	4	19	COCO_train2014_000000024287.jpg	coco	185.9963	186.9968	1	1.2651
196.0047	1.0005	4	7	4	20	n04330267_289.JPEG	imagenet	196.0047	197.0052	1	1.2570
205.9966	1.0004	4	7	4	21	COCO_train2014_000000151414.jpg	coco	205.9966	206.9970	1	1.1848
216.0045	1.0008	4	7	4	22	n03841143_2896.JPEG	imagenet	216.0045	217.0054	2	1.3368
225.9963	1.0008	4	7	4	23	COCO_train2014_000000022696.jpg	coco	225.9963	226.9971	2	1.3286
236.0047	1.0008	4	7	4	24	COCO_train2014_000000322869.jpg	coco	236.0047	237.0055	2	1.2565
245.9964	1.0008	4	7	4	25	van_interior2.jpg	scenes	245.9964	246.9972	2	1.2563
256.0048	1.0008	4	7	4	26	COCO_train2014_000000470907.jpg	rep_coco	256.0048	257.0056	1	1.2883
265.9965	1.0008	4	7	4	27	n04044716_4079.JPEG	rep_imagenet	265.9965	266.9973	2	1.2641
276.0049	1.0008	4	7	4	28	n03259280_1792.JPEG	imagenet	276.0049	277.0057	2	1.2240
285.9966	1.0008	4	7	4	29	n03188531_14772.JPEG	imagenet	285.9966	286.9974	2	1.2559
296.0050	1.0009	4	7	4	30	COCO_train2014_000000482912.jpg	coco	296.0050	297.0058	1	1.4800
305.9967	1.0008	4	7	4	31	COCO_train2014_000000461208.jpg	coco	305.9967	306.9976	1	1.2717
316.0067	0.9993	4	7	4	32	COCO_train2014_000000531515.jpg	coco	316.0067	317.0060	2	1.3516
325.9969	1.0008	4	7	4	33	conference2.jpg	scenes	325.9969	326.9977	2	1.6075
336.0064	0.9997	4	7	4	34	pub6.jpg	scenes	336.0064	337.0061	1	1.1673
345.9970	1.0008	4	7	4	35	cubicle7.jpg	scenes	345.9970	346.9978	2	1.1833
356.0065	0.9997	4	7	4	36	COCO_train2014_000000486921.jpg	coco	356.0065	357.0062	1	1.2870
365.9972	1.0008	4	7	4	37	COCO_train2014_000000401720.jpg	coco	365.9972	366.9980	2	1.2551
