onset	duration	TR	Trial	StimOn	StimOff	cond	image	1back	Response	RT	Accuracy
12.0295	0.7670	6.014773	1	12.029547	12.796542	Scrambled	scambled_sun_afjnbldlkryenvxn.jpg	1	0	0.000000	correct rejection
13.0138	0.7836	6.506884	2	13.013768	13.797392	Scrambled	scambled_sun_aghsutguqpsbxebg.jpg	1	0	0.000000	correct rejection
14.0145	0.7836	7.007247	3	14.014494	14.798133	Scrambled	scambled_house (34).jpg	1	0	0.000000	correct rejection
14.9986	0.8004	7.499300	4	14.998600	15.798985	Scrambled	scambled_elevator.jpg	1	0	0.000000	correct rejection
15.9995	0.8003	7.999745	5	15.999491	16.799817	Scrambled	scambled_home-office-design-ideas.jpg	1	0	0.000000	correct rejection
17.0007	0.8000	8.500342	6	17.000684	17.800659	Scrambled	scambled_home-office-design-ideas.jpg	2	1	670.280933	hit              
18.0011	0.8004	9.000566	7	18.001131	18.801513	Scrambled	scambled_Model_bedroom1.jpg	1	1	4.750967	false alarm      
19.0020	0.8004	9.500985	8	19.001969	19.802341	Scrambled	scambled_sun_abkmizyubcfcudbr.jpg	1	0	0.000000	correct rejection
20.0028	0.8004	10.001404	9	20.002808	20.803185	Scrambled	scambled_gazebo.jpg	1	0	0.000000	correct rejection
21.0037	0.8003	10.501859	10	21.003718	21.804020	Scrambled	scambled_bluff-house-living-room.jpg	1	0	0.000000	correct rejection
22.0045	0.8004	11.002243	11	22.004486	22.804867	Scrambled	scambled_Model_bedroom1rot.jpg	1	0	0.000000	correct rejection
23.0054	0.8003	11.502684	12	23.005368	23.805703	Scrambled	scambled_livingRoom.jpg	1	0	0.000000	correct rejection
24.0062	0.8003	12.003105	13	24.006210	24.806530	Scrambled	scambled_varadero-beach-13915-2560x1600.jpg	1	0	0.000000	correct rejection
25.0071	0.8004	12.503527	14	25.007053	25.807413	Scrambled	scambled_varadero-beach-13915-2560x1600.jpg	2	1	599.868774	hit              
26.0080	0.8002	13.003989	15	26.007978	26.808222	Scrambled	scambled_livingRoomrot.jpg	1	0	0.000000	correct rejection
27.0087	0.8003	13.504367	16	27.008735	27.809059	Scrambled	scambled_contemporary-home-offices.jpg	1	0	0.000000	correct rejection
28.0097	6.0000	14.004846	fix	28.009692	0.000000	fix	fix	fix	fix	fix	n/a
34.0309	0.7673	17.015468	17	34.030937	34.798256	Scene	021.jpg	1	0	0.000000	correct rejection
34.9988	0.8003	17.499388	18	34.998777	35.799094	Scene	106.jpg	1	0	0.000000	correct rejection
35.9996	0.8003	17.999801	19	35.999601	36.799938	Scene	106.jpg	2	1	735.174894	hit              
37.0004	0.8004	18.500224	20	37.000449	37.800803	Scene	102.jpg	1	1	4.405022	false alarm      
38.0012	0.8004	19.000618	21	38.001236	38.801626	Scene	102.jpg	2	0	0.000000	miss             
39.0021	0.8004	19.501046	22	39.002092	39.802453	Scene	130.jpg	1	1	164.621830	false alarm      
40.0030	0.8003	20.001487	23	40.002974	40.803302	Scene	098.jpg	1	0	0.000000	correct rejection
41.0038	0.8003	20.501909	24	41.003817	41.804163	Scene	012.jpg	1	0	0.000000	correct rejection
42.0047	0.8003	21.002337	25	42.004675	42.804985	Scene	074.jpg	1	0	0.000000	correct rejection
43.0060	0.7998	21.502988	26	43.005976	43.805811	Scene	025.jpg	1	0	0.000000	correct rejection
44.0066	0.8001	22.003297	27	44.006594	44.806673	Scene	046.jpg	1	0	0.000000	correct rejection
45.0072	0.8003	22.503605	28	45.007209	45.807526	Scene	045.jpg	1	0	0.000000	correct rejection
46.0081	0.8003	23.004032	29	46.008064	46.808326	Scene	069.jpg	1	0	0.000000	correct rejection
47.0088	0.8003	23.504416	30	47.008833	47.809170	Scene	072.jpg	1	0	0.000000	correct rejection
48.0097	0.7836	24.004853	31	48.009705	48.793318	Scene	089.jpg	1	0	0.000000	correct rejection
49.0105	0.7836	24.505268	32	49.010537	49.794165	Scene	020.jpg	1	0	0.000000	correct rejection
49.9948	6.0000	24.997377	fix	49.994754	0.000000	fix	fix	fix	fix	fix	n/a
56.0165	0.7836	28.008255	33	56.016509	56.800074	WkObject	table.jpg	1	0	0.000000	correct rejection
57.0005	0.8004	28.500255	34	57.000510	57.800880	WkObject	atm.jpg	1	0	0.000000	correct rejection
58.0014	0.8003	29.000695	35	58.001389	58.801736	WkObject	pen.jpg	1	0	0.000000	correct rejection
59.0022	0.8003	29.501122	36	59.002244	59.802566	WkObject	chess.JPG	1	0	0.000000	correct rejection
60.0031	0.8004	30.001531	37	60.003063	60.803434	WkObject	surge.jpg	1	0	0.000000	correct rejection
61.0039	0.8004	30.501940	38	61.003881	61.804274	WkObject	window.jpg	1	0	0.000000	correct rejection
62.0047	0.8004	31.002364	39	62.004727	62.805085	WkObject	window.jpg	2	1	713.674784	hit              
63.0058	0.8001	31.502906	40	63.005812	63.805910	WkObject	Water-Cooler.jpg	1	1	7.894993	false alarm      
