onset	duration	Subj	Sess	Run	Trial	ImgName	ImgType	StimOn(s)	StimOff(s)	Response	RT
6.0276	0.9674	4	6	1	1	COCO_train2014_000000275037.jpg	coco	6.0276	6.9950	2	1.2675
16.0029	1.0008	4	6	1	2	COCO_train2014_000000185549.jpg	coco	16.0029	17.0037	1	1.3687
26.0112	0.9848	4	6	1	3	COCO_train2014_000000065029.jpg	coco	26.0112	26.9960	1	1.2909
36.0029	1.0008	4	6	1	4	COCO_train2014_000000053670.jpg	coco	36.0029	37.0038	2	1.2908
46.0114	0.9842	4	6	1	5	n03445924_6637.JPEG	imagenet	46.0114	46.9956	2	1.4109
56.0030	1.0008	4	6	1	6	COCO_train2014_000000382890.jpg	rep_coco	56.0030	57.0039	2	1.3068
66.0115	0.9841	4	6	1	7	COCO_train2014_000000472865.jpg	coco	66.0115	66.9956	1	1.3307
76.0031	1.0008	4	6	1	8	COCO_train2014_000000196365.jpg	coco	76.0031	77.0040	2	1.3546
86.0116	0.9841	4	6	1	9	homegarden6.jpg	scenes	86.0116	86.9957	1	1.2745
96.0033	1.0008	4	6	1	10	COCO_train2014_000000225383.jpg	coco	96.0033	97.0041	1	1.3465
106.0117	0.9841	4	6	1	11	COCO_train2014_000000380887.jpg	coco	106.0117	106.9958	1	1.2664
116.0034	1.0009	4	6	1	12	n02980441_3642.JPEG	imagenet	116.0034	117.0042	2	1.5940
126.0118	0.9841	4	6	1	13	COCO_train2014_000000090569.jpg	coco	126.0118	126.9960	1	1.1939
136.0040	1.0003	4	6	1	14	n03733131_8397.JPEG	imagenet	136.0040	137.0043	1	1.3378
146.0119	0.9841	4	6	1	15	publicrestroom2.jpg	scenes	146.0119	146.9961	2	1.3377
156.0040	1.0005	4	6	1	16	n04311004_2935.JPEG	imagenet	156.0040	157.0045	1	1.2816
165.9951	1.0011	4	6	1	17	n04552348_2040.JPEG	imagenet	165.9951	166.9962	3	1.2815
176.0045	1.0001	4	6	1	18	COCO_train2014_000000547186.jpg	coco	176.0045	177.0046	2	1.2651
185.9952	1.0011	4	6	1	19	COCO_train2014_000000043856.jpg	coco	185.9952	186.9963	2	1.4492
196.0039	1.0008	4	6	1	20	n03032252_36446.JPEG	rep_imagenet	196.0039	197.0047	2	1.2892
205.9958	1.0006	4	6	1	21	COCO_train2014_000000560567.jpg	coco	205.9958	206.9964	2	1.2969
216.0043	1.0005	4	6	1	22	parkinggarage4.jpg	scenes	216.0043	217.0048	3	1.7049
225.9958	1.0007	4	6	1	23	n02442845_19700.JPEG	rep_imagenet	225.9958	226.9965	1	1.3209
236.0041	1.0009	4	6	1	24	n12998815_10332.JPEG	imagenet	236.0041	237.0050	1	1.3367
246.0126	0.9841	4	6	1	25	n03492542_7406.JPEG	imagenet	246.0126	246.9967	2	1.2886
256.0045	1.0006	4	6	1	26	n01807496_16700.JPEG	imagenet	256.0045	257.0051	1	1.3443
265.9960	1.0008	4	6	1	27	COCO_train2014_000000502470.jpg	coco	265.9960	266.9968	1	1.2802
276.0044	1.0008	4	6	1	28	n03000684_26458.JPEG	imagenet	276.0044	277.0052	3	1.2801
285.9960	1.0009	4	6	1	29	windmill3.jpg	scenes	285.9960	286.9969	1	1.2720
296.0045	1.0007	4	6	1	30	COCO_train2014_000000565166.jpg	coco	296.0045	297.0053	1	1.6399
305.9962	1.0008	4	6	1	31	yogastudio4.jpg	scenes	305.9962	306.9970	2	1.2798
316.0046	1.0008	4	6	1	32	n03841143_11510.JPEG	imagenet	316.0046	317.0054	2	1.3757
325.9963	1.0008	4	6	1	33	n03065424_30673.JPEG	imagenet	325.9963	326.9971	1	1.2877
336.0047	1.0008	4	6	1	34	n03208938_19796.JPEG	imagenet	336.0047	337.0055	2	1.4315
345.9964	1.0008	4	6	1	35	highway.jpg	scenes	345.9964	346.9972	2	1.2634
356.0048	1.0008	4	6	1	36	cabana1.jpg	scenes	356.0048	357.0056	1	1.3674
365.9965	1.0008	4	6	1	37	n02077923_361.JPEG	imagenet	365.9965	366.9973	2	1.3752
