onset	duration	Subj	Sess	Run	Trial	ImgName	ImgType	StimOn(s)	StimOff(s)	Response	RT	stim_file
6.0257	0.9845	3	3	6	1	COCO_train2014_000000456035.jpg	coco	6.0257	7.0102	1	1.8048	COCO_train2014_000000456035.jpg
16.0011	1.0008	3	3	6	2	fireEscape7.jpg	scenes	16.0011	17.0019	2	2.6317	fireEscape7.jpg
26.0094	1.0008	3	3	6	3	COCO_train2014_000000109560.jpg	coco	26.0094	27.0103	2	4.4978	COCO_train2014_000000109560.jpg
36.0011	1.0009	3	3	6	4	n04536866_5392.JPEG	imagenet	36.0011	37.0020	1	2.0419	n04536866_5392.JPEG
46.0096	1.0008	3	3	6	5	COCO_train2014_000000325545.jpg	coco	46.0096	47.0104	1	3.0340	COCO_train2014_000000325545.jpg
56.0013	1.0008	3	3	6	6	COCO_train2014_000000508861.jpg	rep_coco	56.0013	57.0021	1	3.4659	COCO_train2014_000000508861.jpg
66.0097	1.0008	3	3	6	7	n15075141_13093.JPEG	imagenet	66.0097	67.0105	3	5.3139	n15075141_13093.JPEG
76.0014	1.0008	3	3	6	8	COCO_train2014_000000470999.jpg	coco	76.0014	77.0022	2	2.3373	COCO_train2014_000000470999.jpg
86.0098	1.0008	3	3	6	9	COCO_train2014_000000090569.jpg	coco	86.0098	87.0106	1	4.3695	COCO_train2014_000000090569.jpg
96.0015	1.0008	3	3	6	10	COCO_train2014_000000140590.jpg	coco	96.0015	97.0023	1	6.7374	COCO_train2014_000000140590.jpg
106.0099	1.0008	3	3	6	11	windmill3.jpg	scenes	106.0099	107.0107	1	1.8654	windmill3.jpg
116.0016	1.0008	3	3	6	12	n03538406_6494.JPEG	imagenet	116.0016	117.0024	1	2.1291	n03538406_6494.JPEG
126.0100	1.0008	3	3	6	13	COCO_train2014_000000501739.jpg	coco	126.0100	127.0108	1	2.1451	COCO_train2014_000000501739.jpg
136.0017	1.0009	3	3	6	14	COCO_train2014_000000228518.jpg	coco	136.0017	137.0026	1	3.6889	COCO_train2014_000000228518.jpg
146.0101	0.9845	3	3	6	15	n02090721_4320.JPEG	imagenet	146.0101	146.9947	1	4.1048	n02090721_4320.JPEG
156.0019	1.0008	3	3	6	16	n02017213_3072.JPEG	imagenet	156.0019	157.0027	2	6.4806	n02017213_3072.JPEG
166.0103	0.9842	3	3	6	17	exerciseequipment.jpg	scenes	166.0103	166.9945	3	3.5686	exerciseequipment.jpg
176.0020	1.0009	3	3	6	18	n03355925_29587.JPEG	imagenet	176.0020	177.0028	3	2.9204	n03355925_29587.JPEG
186.0104	0.9841	3	3	6	19	desertvegetation3.jpg	rep_scenes	186.0104	186.9945	1	2.6803	desertvegetation3.jpg
196.0021	1.0008	3	3	6	20	HorseRaceTrack2.jpg	scenes	196.0021	197.0029	2	3.1842	HorseRaceTrack2.jpg
206.0105	0.9841	3	3	6	21	n02105855_1505.JPEG	imagenet	206.0105	206.9946	1	1.9362	n02105855_1505.JPEG
216.0022	1.0008	3	3	6	22	COCO_train2014_000000352724.jpg	coco	216.0022	217.0030	2	5.7200	COCO_train2014_000000352724.jpg
226.0106	0.9841	3	3	6	23	n02097047_3955.JPEG	imagenet	226.0106	226.9947	2	4.3678	n02097047_3955.JPEG
236.0023	1.0008	3	3	6	24	n02442845_5338.JPEG	imagenet	236.0023	237.0031	1	2.1517	n02442845_5338.JPEG
246.0108	0.9841	3	3	6	25	COCO_train2014_000000245895.jpg	coco	246.0108	246.9948	3	1.9036	COCO_train2014_000000245895.jpg
256.0025	1.0008	3	3	6	26	COCO_train2014_000000533231.jpg	coco	256.0025	257.0033	1	2.0874	COCO_train2014_000000533231.jpg
266.0108	0.9846	3	3	6	27	n03877472_14630.JPEG	imagenet	266.0108	266.9955	1	4.2953	n03877472_14630.JPEG
276.0026	1.0008	3	3	6	28	COCO_train2014_000000516268.jpg	coco	276.0026	277.0034	2	3.7513	COCO_train2014_000000516268.jpg
286.0110	0.9845	3	3	6	29	n01530575_3746.JPEG	imagenet	286.0110	286.9955	1	2.3911	n01530575_3746.JPEG
296.0027	1.0008	3	3	6	30	bakerykitchen.jpg	scenes	296.0027	297.0035	1	3.1991	bakerykitchen.jpg
306.0111	0.9845	3	3	6	31	n02018207_3567.JPEG	imagenet	306.0111	306.9956	1	1.9030	n02018207_3567.JPEG
316.0028	1.0008	3	3	6	32	casino1.jpg	scenes	316.0028	317.0036	3	2.1028	casino1.jpg
326.0112	0.9843	3	3	6	33	COCO_train2014_000000064534.jpg	coco	326.0112	326.9955	3	2.5747	COCO_train2014_000000064534.jpg
336.0029	1.0008	3	3	6	34	n02165105_2902.JPEG	imagenet	336.0029	337.0037	1	4.9186	n02165105_2902.JPEG
346.0113	0.9842	3	3	6	35	n06596364_14979.JPEG	imagenet	346.0113	346.9955	2	3.5425	n06596364_14979.JPEG
356.0030	1.0008	3	3	6	36	lookout5.jpg	scenes	356.0030	357.0038	2	3.3743	lookout5.jpg
366.0114	0.9842	3	3	6	37	COCO_train2014_000000569196.jpg	coco	366.0114	366.9956	1	3.3262	COCO_train2014_000000569196.jpg
