onset	duration	Subj	Sess	Run	Trial	ImgName	ImgType	StimOn(s)	StimOff(s)	Response	RT	stim_file
6.0319	0.9675	3	14	7	1	COCO_train2014_000000130181.jpg	coco	6.0319	6.9994	2	1.5016	COCO_train2014_000000130181.jpg
16.0077	1.0003	3	14	7	2	COCO_train2014_000000522534.jpg	coco	16.0077	17.0080	1	2.3348	COCO_train2014_000000522534.jpg
25.9988	1.0008	3	14	7	3	n02115641_11310.JPEG	imagenet	25.9988	26.9996	1	1.7129	n02115641_11310.JPEG
36.0074	1.0006	3	14	7	4	n04336792_8303.JPEG	imagenet	36.0074	37.0079	2	2.2328	n04336792_8303.JPEG
45.9988	1.0008	3	14	7	5	n03709823_19069.JPEG	imagenet	45.9988	46.9996	2	1.9210	n03709823_19069.JPEG
56.0072	1.0007	3	14	7	6	COCO_train2014_000000256061.jpg	coco	56.0072	57.0079	1	1.7688	COCO_train2014_000000256061.jpg
65.9987	1.0008	3	14	7	7	COCO_train2014_000000012501.jpg	coco	65.9987	66.9995	2	3.0485	COCO_train2014_000000012501.jpg
76.0071	1.0007	3	14	7	8	n03344393_8956.JPEG	imagenet	76.0071	77.0078	2	3.0243	n03344393_8956.JPEG
85.9987	1.0008	3	14	7	9	COCO_train2014_000000131524.jpg	coco	85.9987	86.9995	2	2.3281	COCO_train2014_000000131524.jpg
96.0073	1.0006	3	14	7	10	n03065424_30673.JPEG	rep_imagenet	96.0073	97.0078	2	2.8720	n03065424_30673.JPEG
105.9987	1.0008	3	14	7	11	n03000684_26458.JPEG	imagenet	105.9987	106.9995	2	2.4478	n03000684_26458.JPEG
116.0084	0.9995	3	14	7	12	COCO_train2014_000000414176.jpg	coco	116.0084	117.0078	1	5.2796	COCO_train2014_000000414176.jpg
125.9987	1.0008	3	14	7	13	n03376595_4806.JPEG	imagenet	125.9987	126.9995	2	3.0874	n03376595_4806.JPEG
136.0073	1.0005	3	14	7	14	n03876231_17739.JPEG	imagenet	136.0073	137.0078	2	2.2232	n03876231_17739.JPEG
145.9986	1.0008	3	14	7	15	COCO_train2014_000000005684.jpg	coco	145.9986	146.9995	3	2.2070	COCO_train2014_000000005684.jpg
156.0075	1.0003	3	14	7	16	playground10.jpg	rep_scenes	156.0075	157.0078	1	2.4945	playground10.jpg
165.9987	1.0008	3	14	7	17	n02088238_4702.JPEG	imagenet	165.9987	166.9995	1	1.5268	n02088238_4702.JPEG
176.0071	1.0007	3	14	7	18	liquorstore7.jpg	scenes	176.0071	177.0078	1	2.9985	liquorstore7.jpg
185.9987	1.0008	3	14	7	19	COCO_train2014_000000566032.jpg	coco	185.9987	186.9995	2	2.9664	COCO_train2014_000000566032.jpg
196.0075	1.0003	3	14	7	20	stream_outdoor10.jpg	scenes	196.0075	197.0078	1	2.2381	stream_outdoor10.jpg
205.9987	1.0008	3	14	7	21	windmill4.jpeg	scenes	205.9987	206.9995	1	2.9259	windmill4.jpeg
216.0074	1.0004	3	14	7	22	courtroom4.jpg	scenes	216.0074	217.0078	2	2.1098	courtroom4.jpg
225.9987	1.0008	3	14	7	23	musicStore3.jpg	scenes	225.9987	226.9995	1	4.7656	musicStore3.jpg
236.0071	1.0007	3	14	7	24	rooftop2.jpg	scenes	236.0071	237.0078	2	3.6055	rooftop2.jpg
245.9987	1.0008	3	14	7	25	dining_car3.jpg	scenes	245.9987	246.9995	1	2.1733	dining_car3.jpg
256.0072	1.0006	3	14	7	26	n03775546_2217.JPEG	imagenet	256.0072	257.0078	1	2.1011	n03775546_2217.JPEG
265.9987	1.0008	3	14	7	27	n07615774_19270.JPEG	imagenet	265.9987	266.9995	2	1.7730	n07615774_19270.JPEG
276.0075	1.0003	3	14	7	28	COCO_train2014_000000245598.jpg	coco	276.0075	277.0078	3	2.3648	COCO_train2014_000000245598.jpg
285.9987	1.0008	3	14	7	29	COCO_train2014_000000354645.jpg	coco	285.9987	286.9995	2	2.3006	COCO_train2014_000000354645.jpg
296.0072	1.0006	3	14	7	30	COCO_train2014_000000570785.jpg	rep_coco	296.0072	297.0079	1	2.4684	COCO_train2014_000000570785.jpg
305.9987	1.0008	3	14	7	31	COCO_train2014_000000523543.jpg	coco	305.9987	306.9995	2	2.9643	COCO_train2014_000000523543.jpg
316.0072	1.0007	3	14	7	32	COCO_train2014_000000525932.jpg	coco	316.0072	317.0079	1	1.9642	COCO_train2014_000000525932.jpg
325.9987	1.0008	3	14	7	33	n01871265_292.JPEG	imagenet	325.9987	326.9996	1	1.7000	n01871265_292.JPEG
336.0071	1.0008	3	14	7	34	COCO_train2014_000000488558.jpg	coco	336.0071	337.0079	1	4.9319	COCO_train2014_000000488558.jpg
345.9988	1.0008	3	14	7	35	n07714990_5274.JPEG	imagenet	345.9988	346.9996	1	2.0116	n07714990_5274.JPEG
356.0072	1.0008	3	14	7	36	n03970156_52772.JPEG	imagenet	356.0072	357.0079	3	2.9475	n03970156_52772.JPEG
365.9988	1.0008	3	14	7	37	COCO_train2014_000000422473.jpg	coco	365.9988	366.9996	1	1.6194	COCO_train2014_000000422473.jpg
