onset	duration	Subj	Sess	Run	Trial	ImgName	ImgType	StimOn(s)	StimOff(s)	Response	RT	stim_file
6.0388	0.9678	2	12	2	1	n02795169_31928.JPEG	imagenet	6.0388	7.0066	2	2.0777	n02795169_31928.JPEG
16.0142	0.9841	2	12	2	2	n04515003_31186.JPEG	imagenet	16.0142	16.9983	1	1.7109	n04515003_31186.JPEG
26.0058	1.0008	2	12	2	3	pharmacy2.jpg	scenes	26.0058	27.0066	2	1.6811	pharmacy2.jpg
35.9975	1.0008	2	12	2	4	n01632777_8452.JPEG	imagenet	35.9975	36.9983	3	1.6971	n01632777_8452.JPEG
46.0061	1.0007	2	12	2	5	COCO_train2014_000000044267.jpg	coco	46.0061	47.0067	2	1.5848	COCO_train2014_000000044267.jpg
55.9976	1.0008	2	12	2	6	COCO_train2014_000000303436.jpg	coco	55.9976	56.9984	2	1.5211	COCO_train2014_000000303436.jpg
66.0078	0.9990	2	12	2	7	n02869837_28668.JPEG	imagenet	66.0078	67.0068	1	2.0169	n02869837_28668.JPEG
75.9977	1.0008	2	12	2	8	n02395406_7919.JPEG	imagenet	75.9977	76.9985	1	1.7848	n02395406_7919.JPEG
86.0076	0.9994	2	12	2	9	COCO_train2014_000000151830.jpg	coco	86.0076	87.0069	2	1.5847	COCO_train2014_000000151830.jpg
95.9979	1.0008	2	12	2	10	n03201208_7071.JPEG	rep_imagenet	95.9979	96.9987	1	1.8406	n03201208_7071.JPEG
106.0078	0.9993	2	12	2	11	doctor3.jpg	scenes	106.0078	107.0071	2	1.6965	doctor3.jpg
115.9980	1.0008	2	12	2	12	n03110669_116357.JPEG	imagenet	115.9980	116.9988	1	1.6163	n03110669_116357.JPEG
126.0063	1.0008	2	12	2	13	COCO_train2014_000000216197.jpg	coco	126.0063	127.0072	1	1.8482	COCO_train2014_000000216197.jpg
135.9981	1.0008	2	12	2	14	COCO_train2014_000000267338.jpg	coco	135.9981	136.9989	2	1.7360	COCO_train2014_000000267338.jpg
146.0075	0.9998	2	12	2	15	n04332243_10859.JPEG	imagenet	146.0075	147.0073	2	1.9200	n04332243_10859.JPEG
155.9981	1.0008	2	12	2	16	n03697007_3431.JPEG	imagenet	155.9981	156.9990	2	2.1919	n03697007_3431.JPEG
166.0075	0.9999	2	12	2	17	n07583066_409.JPEG	imagenet	166.0075	167.0074	1	2.4396	n07583066_409.JPEG
175.9983	1.0008	2	12	2	18	n03794056_4287.JPEG	imagenet	175.9983	176.9991	2	1.6796	n03794056_4287.JPEG
186.0073	1.0002	2	12	2	19	n04557648_12671.JPEG	rep_imagenet	186.0073	187.0075	2	1.5195	n04557648_12671.JPEG
195.9984	1.0008	2	12	2	20	airportTerminal4.jpg	scenes	195.9984	196.9992	2	2.1273	airportTerminal4.jpg
206.0072	1.0004	2	12	2	21	COCO_train2014_000000550396.jpg	coco	206.0072	207.0076	2	1.5912	COCO_train2014_000000550396.jpg
215.9985	1.0008	2	12	2	22	bridge7.jpg	scenes	215.9985	216.9993	1	2.2311	bridge7.jpg
226.0070	1.0009	2	12	2	23	churchInside4.jpg	scenes	226.0070	227.0079	1	1.7670	churchInside4.jpg
235.9986	1.0008	2	12	2	24	COCO_train2014_000000545950.jpg	coco	235.9986	236.9994	1	1.9349	COCO_train2014_000000545950.jpg
246.0073	1.0005	2	12	2	25	n02132136_492.JPEG	imagenet	246.0073	247.0078	1	1.6627	n02132136_492.JPEG
255.9987	1.0008	2	12	2	26	COCO_train2014_000000345751.jpg	coco	255.9987	256.9995	1	2.0465	COCO_train2014_000000345751.jpg
266.0075	1.0004	2	12	2	27	COCO_train2014_000000354936.jpg	coco	266.0075	267.0079	1	1.5265	COCO_train2014_000000354936.jpg
275.9988	1.0009	2	12	2	28	ATM2.jpg	scenes	275.9988	276.9996	2	1.6304	ATM2.jpg
286.0073	1.0008	2	12	2	29	n03016953_1536.JPEG	imagenet	286.0073	287.0080	2	1.8544	n03016953_1536.JPEG
295.9989	1.0008	2	12	2	30	n02089867_7477.JPEG	imagenet	295.9989	296.9997	1	1.5262	n02089867_7477.JPEG
306.0075	1.0006	2	12	2	31	COCO_train2014_000000173883.jpg	coco	306.0075	307.0081	2	1.5020	COCO_train2014_000000173883.jpg
315.9991	1.0008	2	12	2	32	COCO_train2014_000000049191.jpg	coco	315.9991	316.9999	1	1.7179	COCO_train2014_000000049191.jpg
326.0084	0.9999	2	12	2	33	COCO_train2014_000000202805.jpg	coco	326.0084	327.0083	2	1.4538	COCO_train2014_000000202805.jpg
335.9992	1.0008	2	12	2	34	COCO_train2014_000000545160.jpg	coco	335.9992	337.0000	2	1.5896	COCO_train2014_000000545160.jpg
346.0076	1.0008	2	12	2	35	n03785016_17731.JPEG	imagenet	346.0076	347.0084	2	1.6455	n03785016_17731.JPEG
355.9992	1.0008	2	12	2	36	bar8.jpg	scenes	355.9992	357.0001	1	1.7015	bar8.jpg
366.0077	1.0008	2	12	2	37	COCO_train2014_000000237372.jpg	coco	366.0077	367.0085	1	1.8293	COCO_train2014_000000237372.jpg
