CSF	WhiteMatter	GlobalSignal	stdDVARS	non-stdDVARS	vx-wisestdDVARS	FramewiseDisplacement	tCompCor00	tCompCor01	tCompCor02	tCompCor03	tCompCor04	tCompCor05	aCompCor00	aCompCor01	aCompCor02	aCompCor03	aCompCor04	aCompCor05	Cosine00	Cosine01	Cosine02	Cosine03	NonSteadyStateOutlier00	NonSteadyStateOutlier01	NonSteadyStateOutlier02	NonSteadyStateOutlier03	X	Y	Z	RotX	RotY	RotZ
701.3610516136778	564.7313963699518	551.2982644905567	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.26747e-06	-0.0378375	-2.48589e-05	0.00110531	-0.000255133	0.000144073
695.5833021315907	563.6181952620328	549.9096086703534	1.31389117	33.58334732	1.03032637	0.04999714307999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	5.96945e-06	-0.0189923	-0.0120852	0.0009661610000000002	-0.000353669	0.0
693.2360233905663	563.5475106806101	550.4497185277728	1.31266618	33.55203629	1.02837598	0.19073331945	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	-0.0100084	0.0736774	0.00533245	-0.000394588	-0.000301786	0.0
693.2715006431786	563.7596084906073	551.2864306275274	1.34164727	34.2928009	1.07610774	0.114401885	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.00352857	0.0276723	0.00878258	-0.000969083	5.07035e-05	-0.000242352
693.2551832477437	564.7060050657548	552.4139248749904	1.22441912	31.29642296	1.00261426	0.10775174098	-0.0787045012	-0.082463946	0.0429638617	-0.06502692339999999	0.0044308952	-0.1792060136	-0.08846829880000001	0.056922052199999996	-0.1768690825	0.1591078607	-0.027826994900000002	0.0969038535	0.102594329	0.1025838106	0.1025662807	0.1025417406	0.0	0.0	0.0	0.0	-4.02402e-06	-0.0399256	0.012748700000000003	-0.000719666	0.000324052	-0.00037285
696.849291775829	565.4508670163374	554.6555945766354	1.2653861	32.34354782	1.06292272	0.11950018568	-0.0112157965	-0.0400091365	-0.0900858622	0.028956981200000002	0.0746816537	-0.10253224949999999	0.0285854038	-0.0736479875	-0.2092184843	0.0577947177	-0.0096243597	0.0035656641999999997	0.1025662807	0.1024716367	0.1023139614	0.1020933517	0.0	0.0	0.0	0.0	-2.06097e-05	0.0200236	0.0198099	-0.00171137	0.000354453	-0.000400209
699.5109301350342	566.3011688205544	555.317025757679	1.23692691	31.61612511	1.04922569	0.10072444030000001	0.0632439888	0.1019723577	-0.026348021699999998	0.0080830157	0.0458493372	-0.17015097280000002	0.0981228098	-0.027315815499999997	-0.1409135536	0.015041561699999999	0.1504398466	0.0486656017	0.10251019189999999	0.1022474116	0.1018099433	0.10119853449999999	0.0	0.0	0.0	0.0	-0.00453095	0.0387536	0.0395249	-0.00246712	0.000559051	-0.000595243
699.6291004273404	566.1525697301371	554.8171674370556	1.28309476	32.79618454	1.03144014	0.08453467999999999	-0.09026404369999999	-0.0450256928	0.05325505269999999	0.0704830457	-0.0678327356	-0.146983593	0.0319010603	0.121465636	-0.14906617789999999	0.0840648232	-0.0108170959	-0.014203661599999999	0.10242607769999999	0.10191138039999999	0.10105546650000001	0.0998612018	0.0	0.0	0.0	0.0	-0.00467133	0.0199614	0.0378769	-0.00342801	0.000593238	-0.000879248
698.7525518279458	565.1149948607108	554.5905145989642	1.25468743	32.07008743	0.9947803	0.07702982000000001	0.1028480774	0.0049114121	0.0063270477	-0.0368222765	-0.0389420911	-0.15458318570000001	0.0291366879	0.0002236	-0.0391473597	0.1338590147	0.12457120470000001	0.0051822168	0.1023139614	0.1014639107	0.10005238710000001	0.0980872016	0.0	0.0	0.0	0.0	-0.0119083	-0.0152542	0.0447323	-0.00372286	0.000716933	-0.00101514
697.7719500997882	565.2157291236956	555.1514932799276	1.29329479	33.05690002	1.03715098	0.16439519999999996	-0.0938003479	-0.0453393696	0.0369818523	-0.010874428500000002	0.0833622871	-0.08789564609999999	-0.057538192800000006	0.01389345	-0.1108416894	0.028706395200000002	-0.0364124222	0.06558645589999999	0.1021738733	0.10090549160000001	0.0988031726	0.0958842909	0.0	0.0	0.0	0.0	-0.0162677	0.0359728	0.0517701	-0.005332	0.000716933	-0.0014414199999999997
699.1699179780986	565.3372309365839	556.3585477506625	1.2728833	32.53517914	1.01032317	0.09413355	0.0679185855	-0.0017086894	-0.1068896349	-0.0375293234	0.0346743865	-0.029750152999999998	-0.0140749595	-0.1337020821	-0.08616941730000001	-0.030823623999999997	0.0783663292	-0.0091904473	0.102005852	0.1002367339	0.0973108962	0.0932621027	0.0	0.0	0.0	0.0	-0.0175698	0.0596181	0.0455953	-0.00601798	0.0011164	-0.0016162
699.5473112666938	565.429816186728	557.206259721627	1.23898411	31.66870689	1.00951195	0.08880395999999999	-0.10518516480000001	0.102491358	-0.021184189300000003	-0.0763851193	-0.050568634800000005	0.0547466224	-0.10090734380000001	0.0706679078	-0.045084985	-0.0674789937	0.09077856349999999	0.0421344587	0.1018099433	0.0994583687	0.09557922890000001	0.09023210300000001	0.0	0.0	0.0	0.0	-0.0188841	-0.00211686	0.044217	-0.0062451	0.000948952	-0.00170916
