onset	duration	TR	Trial	StimOn	StimOff	cond	image	1back	Response	RT	Accuracy
12.0233	0.7837	6.011669	1	12.023337	12.806989	Scrambled	scambled_kitchen002.jpg	1	0	0.000000	correct rejection
13.0095	0.7984	6.504745	2	13.009491	13.807860	Scrambled	scambled_sun_abfnxcxrrkcbdheorot.jpg	1	0	0.000000	correct rejection
14.0086	0.8001	7.004276	3	14.008552	14.808637	Scrambled	scambled_Kitchen NW.JPG	1	0	0.000000	correct rejection
15.0091	0.8004	7.504565	4	15.009129	15.809488	Scrambled	scambled_elevator.jpg	1	0	0.000000	correct rejection
16.0100	0.7836	8.004979	5	16.009958	16.793599	Scrambled	scambled_Model_bedroom1rot.jpg	1	0	0.000000	correct rejection
17.0111	0.7833	8.505553	6	17.011106	17.794445	Scrambled	scambled_Furnished-Office.jpg	1	0	0.000000	correct rejection
18.0116	0.7837	9.005814	7	18.011628	18.795278	Scrambled	scambled_house (34).jpg	1	0	0.000000	correct rejection
19.0125	0.7837	9.506227	8	19.012453	19.796119	Scrambled	scambled_697_1343838978.JPG	1	0	0.000000	correct rejection
19.9966	0.8004	9.998284	9	19.996568	20.796971	Scrambled	scambled_sun_acfzwujvudexaklv.jpg	1	0	0.000000	correct rejection
20.9974	0.8004	10.498709	10	20.997418	21.797802	Scrambled	scambled_sun_acfzwujvudexaklv.jpg	2	1	545.484066	hit              
21.9983	0.8004	10.999134	11	21.998268	22.798653	Scrambled	scambled_country-house-bedroom-design-ideas-585x587.jpg	1	0	0.000000	correct rejection
22.9991	0.8004	11.499556	12	22.999112	23.799482	Scrambled	scambled_sun_bhacgmcdgrgtyplg.jpg	1	0	0.000000	correct rejection
24.0000	0.8003	11.999997	13	23.999994	24.800324	Scrambled	scambled_gym.jpg	1	0	0.000000	correct rejection
25.0008	0.8004	12.500381	14	25.000761	25.801150	Scrambled	scambled_gym.jpg	2	0	0.000000	miss             
26.0016	0.8004	13.000797	15	26.001594	26.801997	Scrambled	scambled_clothingStore.jpg	1	0	0.000000	correct rejection
27.0025	0.8004	13.501226	16	27.002452	27.802848	Scrambled	scambled_Echo_Bedroom.jpg	1	0	0.000000	correct rejection
28.0036	6.0000	14.001804	fix	28.003608	0.000000	fix	fix	fix	fix	fix	n/a
34.0251	0.7836	17.012555	17	34.025109	34.808738	WkObject	table.jpg	1	0	0.000000	correct rejection
35.0093	0.8003	17.504637	18	35.009273	35.809565	WkObject	brass_bell.jpg	1	0	0.000000	correct rejection
36.0101	0.7836	18.005057	19	36.010114	36.793723	WkObject	Helicopter.jpg	1	0	0.000000	correct rejection
37.0109	0.7837	18.505439	20	37.010878	37.794569	WkObject	good-duffel.jpg	1	0	0.000000	correct rejection
