onset	duration	TR	Trial	StimOn	StimOff	cond	image	1back	Response	RT	Accuracy
12.0307	0.7672	6.015369	1	12.030738	12.797890	Scrambled	scambled_sun_aghsutguqpsbxebgrot.jpg	1	0	0.000000	correct rejection
13.0150	0.7836	6.507481	2	13.014961	13.798611	Scrambled	scambled_sun_afjnbldlkryenvxnrot.jpg	1	0	0.000000	correct rejection
13.9991	0.8004	6.999535	3	13.999071	14.799496	Scrambled	scambled_varadero-beach-13915-2560x1600.jpg	1	0	0.000000	correct rejection
15.0000	0.8003	7.499983	4	14.999967	15.800297	Scrambled	scambled_sun_agpxkgsdlobslcpl.jpg	1	0	0.000000	correct rejection
16.0008	0.8003	8.000407	5	16.000813	16.801124	Scrambled	scambled_bluff-house-living-room.jpg	1	0	0.000000	correct rejection
17.0023	0.7997	8.501154	6	17.002308	17.801973	Scrambled	scambled_bluff-house-living-room.jpg	2	1	540.138006	hit              
18.0024	0.8004	9.001217	7	18.002434	18.802822	Scrambled	scambled_house (33).jpg	1	0	0.000000	correct rejection
19.0033	0.8004	9.501634	8	19.003267	19.803664	Scrambled	scambled_Model_bedroom1rot.jpg	1	0	0.000000	correct rejection
20.0041	0.8004	10.002057	9	20.004114	20.804484	Scrambled	scambled_sun_bgmylyaviikfuowd.jpg	1	0	0.000000	correct rejection
21.0049	0.8004	10.502473	10	21.004947	21.805345	Scrambled	scambled_sun_bbwlgfnxaocrxula.jpg	1	0	0.000000	correct rejection
22.0065	0.7997	11.003255	11	22.006511	22.806179	Scrambled	scambled_sun_acfzwujvudexaklvrot.jpg	1	0	0.000000	correct rejection
23.0069	0.8001	11.503472	12	23.006945	23.807008	Scrambled	scambled_sun_abfnxcxrrkcbdheorot.jpg	1	0	0.000000	correct rejection
24.0075	0.8003	12.003770	13	24.007539	24.807865	Scrambled	scambled_sun_ahiphsekjihkafsl.jpg	1	0	0.000000	correct rejection
25.0084	0.8003	12.504176	14	25.008352	25.808698	Scrambled	scambled_sun_aicccdealzkfllqt.jpg	1	0	0.000000	correct rejection
26.0092	0.8004	13.004584	15	26.009168	26.809549	Scrambled	scambled_sun_aicccdealzkfllqt.jpg	2	1	800.464153	hit              
